,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction
215126,SUGT1,MN,ENSG00000042304,0.596400335826,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,C2orf83,(+) Positive
215139,SUGT1,MN,ENSG00000046604,-0.520680361559,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DSG2,(-) Negative
215254,SUGT1,MN,ENSG00000056998,0.512053334715,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GYG2,(+) Positive
215318,SUGT1,MN,ENSG00000063438,0.548798753067,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AHRR,(+) Positive
215339,SUGT1,MN,ENSG00000064607,0.542004937661,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SUGP2,(+) Positive
215393,SUGT1,MN,ENSG00000066117,0.524430330675,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SMARCD1,(+) Positive
215402,SUGT1,MN,ENSG00000066427,0.519862630656,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ATXN3,(+) Positive
215495,SUGT1,MN,ENSG00000070047,0.539692350396,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,PHRF1,(+) Positive
215499,SUGT1,MN,ENSG00000070214,-0.571165905607,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SLC44A1,(-) Negative
215539,SUGT1,MN,ENSG00000071553,0.663230310468,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ATP6AP1,(+) Positive
215545,SUGT1,MN,ENSG00000071859,0.541006347389,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FAM50A,(+) Positive
215618,SUGT1,MN,ENSG00000074621,0.69895894478,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SLC24A1,(+) Positive
215663,SUGT1,MN,ENSG00000075975,0.579935234533,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MKRN2,(+) Positive
215676,SUGT1,MN,ENSG00000076554,0.715767026689,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TPD52,(+) Positive
215698,SUGT1,MN,ENSG00000077254,0.526200672909,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,USP33,(+) Positive
215721,SUGT1,MN,ENSG00000078142,0.668873530549,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,PIK3C3,(+) Positive
215728,SUGT1,MN,ENSG00000078328,0.507864502744,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,RBFOX1,(+) Positive
215744,SUGT1,MN,ENSG00000078967,0.511943313219,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,UBE2D4,(+) Positive
215893,SUGT1,MN,ENSG00000085433,0.572872488841,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,WDR47,(+) Positive
215898,SUGT1,MN,ENSG00000085644,0.541275384972,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ZNF213,(+) Positive
215970,SUGT1,MN,ENSG00000088035,0.569736787587,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ALG6,(+) Positive
216037,SUGT1,MN,ENSG00000089693,0.530582791444,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MLF2,(+) Positive
216046,SUGT1,MN,ENSG00000090020,0.578968759986,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SLC9A1,(+) Positive
216051,SUGT1,MN,ENSG00000090238,0.533899441022,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,YPEL3,(+) Positive
216101,SUGT1,MN,ENSG00000091542,0.56244675029,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ALKBH5,(+) Positive
216110,SUGT1,MN,ENSG00000091972,0.518403686897,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CD200,(+) Positive
216118,SUGT1,MN,ENSG00000092096,0.570234554403,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SLC22A17,(+) Positive
216137,SUGT1,MN,ENSG00000092841,-0.523128396587,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MYL6,(-) Negative
216223,SUGT1,MN,ENSG00000099622,0.549144404131,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CIRBP,(+) Positive
216307,SUGT1,MN,ENSG00000100266,0.5697079945,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,PACSIN2,(+) Positive
216335,SUGT1,MN,ENSG00000100364,0.507833096686,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,KIAA0930,(+) Positive
216413,SUGT1,MN,ENSG00000100813,-0.506431447564,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ACIN1,(-) Negative
216545,SUGT1,MN,ENSG00000101868,-0.51831162617,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,POLA1,(-) Negative
216556,SUGT1,MN,ENSG00000101958,0.714871480897,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GLRA2,(+) Positive
216622,SUGT1,MN,ENSG00000102805,0.551816552857,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CLN5,(+) Positive
216623,SUGT1,MN,ENSG00000102858,0.642463691593,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MGRN1,(+) Positive
216631,SUGT1,MN,ENSG00000102908,0.512487664338,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,NFAT5,(+) Positive
216638,SUGT1,MN,ENSG00000102974,0.605139812179,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CTCF,(+) Positive
216685,SUGT1,MN,ENSG00000103342,0.701418472744,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GSPT1,(+) Positive
216703,SUGT1,MN,ENSG00000103502,0.649037336402,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CDIPT,(+) Positive
216747,SUGT1,MN,ENSG00000104221,0.570123302879,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,BRF2,(+) Positive
216839,SUGT1,MN,ENSG00000105048,0.521015411611,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TNNT1,(+) Positive
216860,SUGT1,MN,ENSG00000105223,0.586064551804,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,PLD3,(+) Positive
216867,SUGT1,MN,ENSG00000105270,0.606340158528,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CLIP3,(+) Positive
216870,SUGT1,MN,ENSG00000105290,0.559177644502,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,APLP1,(+) Positive
216880,SUGT1,MN,ENSG00000105388,0.50995104634,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CEACAM5,(+) Positive
216888,SUGT1,MN,ENSG00000105409,0.624420819842,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ATP1A3,(+) Positive
216916,SUGT1,MN,ENSG00000105639,0.567589910635,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,JAK3,(+) Positive
216944,SUGT1,MN,ENSG00000105778,0.617495363628,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AVL9,(+) Positive
217027,SUGT1,MN,ENSG00000106460,0.518276192045,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TMEM106B,(+) Positive
217142,SUGT1,MN,ENSG00000107938,0.559620554256,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,C10orf137,(+) Positive
217161,SUGT1,MN,ENSG00000108175,0.551945996031,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ZMIZ1,(+) Positive
217162,SUGT1,MN,ENSG00000108176,0.566691093494,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DNAJC12,(+) Positive
217196,SUGT1,MN,ENSG00000108468,0.554744408291,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CBX1,(+) Positive
217201,SUGT1,MN,ENSG00000108510,0.712630692673,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MED13,(+) Positive
217238,SUGT1,MN,ENSG00000108840,0.63669393666,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,HDAC5,(+) Positive
217245,SUGT1,MN,ENSG00000108947,0.52974233195,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,EFNB3,(+) Positive
217277,SUGT1,MN,ENSG00000109339,0.551144805165,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MAPK10,(+) Positive
217282,SUGT1,MN,ENSG00000109458,0.594253004436,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GAB1,(+) Positive
217284,SUGT1,MN,ENSG00000109472,0.579834030481,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CPE,(+) Positive
217290,SUGT1,MN,ENSG00000109572,0.616626321613,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CLCN3,(+) Positive
217329,SUGT1,MN,ENSG00000110025,0.560270459643,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SNX15,(+) Positive
217365,SUGT1,MN,ENSG00000110497,0.570660682522,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AMBRA1,(+) Positive
217387,SUGT1,MN,ENSG00000110871,0.578340232527,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,COQ5,(+) Positive
217430,SUGT1,MN,ENSG00000111364,0.506306875137,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DDX55,(+) Positive
217487,SUGT1,MN,ENSG00000111846,0.517967744395,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GCNT2,(+) Positive
217534,SUGT1,MN,ENSG00000112280,0.533133318878,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,COL9A1,(+) Positive
217566,SUGT1,MN,ENSG00000112624,0.544208963988,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GLTSCR1L,(+) Positive
217584,SUGT1,MN,ENSG00000112787,0.543201032881,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FBRSL1,(+) Positive
217607,SUGT1,MN,ENSG00000113194,0.534688540906,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FAF2,(+) Positive
217619,SUGT1,MN,ENSG00000113360,0.532157011413,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DROSHA,(+) Positive
217650,SUGT1,MN,ENSG00000113649,0.502166990374,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TCERG1,(+) Positive
217693,SUGT1,MN,ENSG00000114316,0.518118363889,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,USP4,(+) Positive
217700,SUGT1,MN,ENSG00000114383,0.620720822833,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TUSC2,(+) Positive
217851,SUGT1,MN,ENSG00000115977,0.530528290467,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AAK1,(+) Positive
217878,SUGT1,MN,ENSG00000116221,0.545733314794,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MRPL37,(+) Positive
217908,SUGT1,MN,ENSG00000116668,0.520749908545,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SWT1,(+) Positive
217910,SUGT1,MN,ENSG00000116675,0.511405249606,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DNAJC6,(+) Positive
217954,SUGT1,MN,ENSG00000117010,0.643036449017,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ZNF684,(+) Positive
217971,SUGT1,MN,ENSG00000117242,0.550541508004,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,PINK1-AS,(+) Positive
218025,SUGT1,MN,ENSG00000117758,0.510496565755,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,STX12,(+) Positive
218038,SUGT1,MN,ENSG00000118094,0.529575861677,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TREH,(+) Positive
218048,SUGT1,MN,ENSG00000118257,-0.62656091754,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,NRP2,(-) Negative
218123,SUGT1,MN,ENSG00000119402,0.611856166123,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FBXW2,(+) Positive
218152,SUGT1,MN,ENSG00000119685,0.706025955305,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TTLL5,(+) Positive
218191,SUGT1,MN,ENSG00000120053,0.546130759977,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GOT1,(+) Positive
218273,SUGT1,MN,ENSG00000121039,-0.583527086617,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,RDH10,(-) Negative
218274,SUGT1,MN,ENSG00000121057,0.564506441741,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AKAP1,(+) Positive
218290,SUGT1,MN,ENSG00000121297,0.6658098182,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TSHZ3,(+) Positive
218318,SUGT1,MN,ENSG00000121851,0.675845943718,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,POLR3GL,(+) Positive
218373,SUGT1,MN,ENSG00000122643,0.551568804067,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,NT5C3A,(+) Positive
218415,SUGT1,MN,ENSG00000123154,0.604628967596,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,WDR83,(+) Positive
218429,SUGT1,MN,ENSG00000123352,0.682305815387,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SPATS2,(+) Positive
218512,SUGT1,MN,ENSG00000124380,0.592359412259,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SNRNP27,(+) Positive
218534,SUGT1,MN,ENSG00000124596,0.667172961389,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,OARD1,(+) Positive
218552,SUGT1,MN,ENSG00000124788,0.652585153519,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ATXN1,(+) Positive
218567,SUGT1,MN,ENSG00000125247,0.655136461222,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TMTC4,(+) Positive
218635,SUGT1,MN,ENSG00000125863,-0.524813890867,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MKKS,(-) Negative
218680,SUGT1,MN,ENSG00000126391,-0.529286468391,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FRMD8,(-) Negative
218713,SUGT1,MN,ENSG00000126950,0.575782865398,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TMEM35,(+) Positive
218810,SUGT1,MN,ENSG00000128596,0.547018845219,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CCDC136,(+) Positive
218820,SUGT1,MN,ENSG00000128654,0.708457616089,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MTX2,(+) Positive
218830,SUGT1,MN,ENSG00000128829,-0.53249731726,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,EIF2AK4,(-) Negative
218890,SUGT1,MN,ENSG00000129562,-0.598428276752,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,DAD1,(-) Negative
218891,SUGT1,MN,ENSG00000129595,0.5119813958,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,EPB41L4A,(+) Positive
218908,SUGT1,MN,ENSG00000129990,0.509374875845,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SYT5,(+) Positive
218925,SUGT1,MN,ENSG00000130177,0.507242170877,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CDC16,(+) Positive
218935,SUGT1,MN,ENSG00000130255,-0.552671084259,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,RPL36,(-) Negative
218939,SUGT1,MN,ENSG00000130299,0.550155924273,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,GTPBP3,(+) Positive
218942,SUGT1,MN,ENSG00000130305,0.51799608647,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,NSUN5,(+) Positive
218946,SUGT1,MN,ENSG00000130312,-0.610736210945,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MRPL34,(-) Negative
218962,SUGT1,MN,ENSG00000130475,0.600731314592,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FCHO1,(+) Positive
218988,SUGT1,MN,ENSG00000130703,0.555001591085,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,OSBPL2,(+) Positive
219019,SUGT1,MN,ENSG00000130827,0.684382426859,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,PLXNA3,(+) Positive
219043,SUGT1,MN,ENSG00000131115,0.542255215506,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,ZNF227,(+) Positive
219201,SUGT1,MN,ENSG00000132664,0.531580495354,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,POLR3F,(+) Positive
219215,SUGT1,MN,ENSG00000132773,0.552724276378,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TOE1,(+) Positive
219217,SUGT1,MN,ENSG00000132781,0.646620086019,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MUTYH,(+) Positive
219249,SUGT1,MN,ENSG00000133103,0.523043932064,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,COG6,(+) Positive
219311,SUGT1,MN,ENSG00000133961,0.510265539271,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,NUMB,(+) Positive
219381,SUGT1,MN,ENSG00000134490,0.613480113722,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,TMEM241,(+) Positive
219400,SUGT1,MN,ENSG00000134698,0.515449439157,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,AGO4,(+) Positive
219458,SUGT1,MN,ENSG00000135108,0.514970756705,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,FBXO21,(+) Positive
219474,SUGT1,MN,ENSG00000135297,0.590093135179,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,MTO1,(+) Positive
219479,SUGT1,MN,ENSG00000135317,0.547261246026,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SNX14,(+) Positive
219527,SUGT1,MN,ENSG00000135702,0.531777650021,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,CHST5,(+) Positive
219549,SUGT1,MN,ENSG00000135870,0.619664609595,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,RC3H1,(+) Positive
219559,SUGT1,MN,ENSG00000135930,-0.621277169505,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,EIF4E2,(-) Negative
219606,SUGT1,MN,ENSG00000136206,0.569012961273,exon:chr13:53233314-53233384:+@exon:chr13:53235610-53235705:+@exon:chr13:53236784-53236837:+,bimodal,SPDYE1,(+) Positive
