,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction,gene_type
73151,EIF5,MN,ENSG00000100218,-0.5091369282,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RTDR1,(-) Negative,protein_coding
73170,EIF5,MN,ENSG00000100284,-0.595018239815,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,TOM1,(-) Negative,protein_coding
73220,EIF5,MN,ENSG00000100478,-0.577142020907,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,AP4S1,(-) Negative,protein_coding
73303,EIF5,MN,ENSG00000101003,-0.503570231893,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,GINS1,(-) Negative,protein_coding
73318,EIF5,MN,ENSG00000101138,-0.500015501426,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CSTF1,(-) Negative,protein_coding
73428,EIF5,MN,ENSG00000102078,-0.553702541872,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SLC25A14,(-) Negative,protein_coding
73511,EIF5,MN,ENSG00000103044,-0.549335155889,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,HAS3,(-) Negative,protein_coding
73617,EIF5,MN,ENSG00000104331,-0.596455854481,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,IMPAD1,(-) Negative,protein_coding
73680,EIF5,MN,ENSG00000104885,-0.570944960673,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,DOT1L,(-) Negative,protein_coding
73790,EIF5,MN,ENSG00000105698,-0.512572576033,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,USF2,(-) Negative,protein_coding
73794,EIF5,MN,ENSG00000105705,-0.629101212142,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SUGP1,(-) Negative,protein_coding
73797,EIF5,MN,ENSG00000105726,-0.610132105306,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ATP13A1,(-) Negative,protein_coding
73965,EIF5,MN,ENSG00000107537,-0.550479567182,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PHYH,(-) Negative,protein_coding
74022,EIF5,MN,ENSG00000108176,-0.604018114045,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,DNAJC12,(-) Negative,protein_coding
74061,EIF5,MN,ENSG00000108510,-0.647361810149,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,MED13,(-) Negative,protein_coding
74077,EIF5,MN,ENSG00000108599,-0.52526070479,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,AKAP10,(-) Negative,protein_coding
74146,EIF5,MN,ENSG00000109501,-0.613354719382,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,WFS1,(-) Negative,protein_coding
74207,EIF5,MN,ENSG00000110218,-0.632607503372,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PANX1,(-) Negative,protein_coding
74247,EIF5,MN,ENSG00000110871,-0.508630505582,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,COQ5,(-) Negative,protein_coding
74335,EIF5,MN,ENSG00000111780,-0.57844452579,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,AL021546.6,(-) Negative,protein_coding
74367,EIF5,MN,ENSG00000112039,-0.724930628838,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,FANCE,(-) Negative,protein_coding
74377,EIF5,MN,ENSG00000112144,-0.50267736043,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ICK,(-) Negative,protein_coding
74397,EIF5,MN,ENSG00000112294,-0.650586231859,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ALDH5A1,(-) Negative,protein_coding
74581,EIF5,MN,ENSG00000114650,-0.504332392274,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SCAP,(-) Negative,protein_coding
74607,EIF5,MN,ENSG00000114988,-0.618321428556,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,LMAN2L,(-) Negative,protein_coding
74791,EIF5,MN,ENSG00000116809,-0.554464020203,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ZBTB17,(-) Negative,protein_coding
74801,EIF5,MN,ENSG00000116903,-0.514901043096,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,EXOC8,(-) Negative,protein_coding
74811,EIF5,MN,ENSG00000116990,-0.585878770398,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,MYCL,(-) Negative,protein_coding
74868,EIF5,MN,ENSG00000117597,-0.563555203104,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,DIEXF,(-) Negative,protein_coding
74989,EIF5,MN,ENSG00000119471,-0.656535857866,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,HSDL2,(-) Negative,protein_coding
75104,EIF5,MN,ENSG00000120725,-0.549583003765,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SIL1,(-) Negative,protein_coding
75111,EIF5,MN,ENSG00000120798,-0.537161989481,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,NR2C1,(-) Negative,protein_coding
75136,EIF5,MN,ENSG00000121060,-0.646247163855,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,TRIM25,(-) Negative,protein_coding
75151,EIF5,MN,ENSG00000121350,-0.675718653388,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PYROXD1,(-) Negative,protein_coding
75178,EIF5,MN,ENSG00000121851,-0.550658722957,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,POLR3GL,(-) Negative,protein_coding
75212,EIF5,MN,ENSG00000122390,-0.51916721156,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,NAA60,(-) Negative,protein_coding
75220,EIF5,MN,ENSG00000122490,-0.598238544289,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PQLC1,(-) Negative,protein_coding
75340,EIF5,MN,ENSG00000124155,-0.505388652327,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PIGT,(-) Negative,protein_coding
75358,EIF5,MN,ENSG00000124225,-0.502319485131,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PMEPA1,(-) Negative,protein_coding
75458,EIF5,MN,ENSG00000125630,-0.590332164309,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,POLR1B,(-) Negative,protein_coding
75504,EIF5,MN,ENSG00000125912,-0.545968259378,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,NCLN,(-) Negative,protein_coding
75542,EIF5,MN,ENSG00000126453,-0.714828095466,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,BCL2L12,(-) Negative,protein_coding
75778,EIF5,MN,ENSG00000130119,-0.588985635019,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,GNL3L,(-) Negative,protein_coding
75807,EIF5,MN,ENSG00000130313,-0.762526434768,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PGLS,(-) Negative,protein_coding
75810,EIF5,MN,ENSG00000130340,-0.649228699842,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SNX9,(-) Negative,protein_coding
75818,EIF5,MN,ENSG00000130413,-0.539063251228,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,STK33,(-) Negative,protein_coding
75828,EIF5,MN,ENSG00000130517,-0.567857883787,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PGPEP1,(-) Negative,protein_coding
75858,EIF5,MN,ENSG00000130731,-0.548127798033,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,C16orf13,(-) Negative,protein_coding
75965,EIF5,MN,ENSG00000131791,-0.526556347722,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PRKAB2,(-) Negative,protein_coding
76075,EIF5,MN,ENSG00000132773,-0.545042573459,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,TOE1,(-) Negative,protein_coding
76143,EIF5,MN,ENSG00000133627,-0.51902782246,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ACTR3B,(-) Negative,protein_coding
76205,EIF5,MN,ENSG00000134245,-0.52164242802,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,WNT2B,(-) Negative,protein_coding
76318,EIF5,MN,ENSG00000135108,-0.501290193767,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,FBXO21,(-) Negative,protein_coding
76381,EIF5,MN,ENSG00000135643,-0.510041348999,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,KCNMB4,(-) Negative,protein_coding
76391,EIF5,MN,ENSG00000135723,-0.504807371369,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,FHOD1,(-) Negative,protein_coding
76438,EIF5,MN,ENSG00000136040,-0.629301342439,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PLXNC1,(-) Negative,protein_coding
76446,EIF5,MN,ENSG00000136099,-0.515123792598,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PCDH8,(-) Negative,protein_coding
76485,EIF5,MN,ENSG00000136371,-0.521643090351,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,MTHFS,(-) Negative,protein_coding
76541,EIF5,MN,ENSG00000136861,-0.535475372565,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CDK5RAP2,(-) Negative,protein_coding
76700,EIF5,MN,ENSG00000138079,-0.575823899679,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SLC3A1,(-) Negative,protein_coding
76757,EIF5,MN,ENSG00000138606,-0.50675951991,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SHF,(-) Negative,protein_coding
76819,EIF5,MN,ENSG00000139178,-0.633805533336,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,C1RL,(-) Negative,protein_coding
76873,EIF5,MN,ENSG00000139719,-0.515529262137,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,VPS33A,(-) Negative,protein_coding
77069,EIF5,MN,ENSG00000141858,-0.580488945347,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SAMD1,(-) Negative,protein_coding
77124,EIF5,MN,ENSG00000142684,-0.673066229381,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ZNF593,(-) Negative,protein_coding
77310,EIF5,MN,ENSG00000144357,-0.575139470137,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,UBR3,(-) Negative,protein_coding
77364,EIF5,MN,ENSG00000144857,-0.550244712873,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,BOC,(-) Negative,protein_coding
77391,EIF5,MN,ENSG00000145248,-0.525775954792,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SLC10A4,(-) Negative,protein_coding
77398,EIF5,MN,ENSG00000145337,-0.511918685053,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PYURF,(-) Negative,protein_coding
77425,EIF5,MN,ENSG00000145685,-0.521990087535,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,LHFPL2,(-) Negative,protein_coding
77519,EIF5,MN,ENSG00000146834,-0.737704931748,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,MEPCE,(-) Negative,protein_coding
77544,EIF5,MN,ENSG00000147130,-0.604646929934,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ZMYM3,(-) Negative,protein_coding
77666,EIF5,MN,ENSG00000148541,-0.548427581766,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,FAM13C,(-) Negative,protein_coding
77875,EIF5,MN,ENSG00000151693,-0.512820229974,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ASAP2,(-) Negative,protein_coding
77971,EIF5,MN,ENSG00000152749,-0.561746982787,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,GPR180,(-) Negative,protein_coding
78003,EIF5,MN,ENSG00000153132,-0.532921179383,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CLGN,(-) Negative,protein_coding
78070,EIF5,MN,ENSG00000154174,-0.562129236719,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,TOMM70A,(-) Negative,protein_coding
78085,EIF5,MN,ENSG00000154429,-0.588482559147,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CCSAP,(-) Negative,protein_coding
78326,EIF5,MN,ENSG00000157869,-0.593703337959,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,RAB28,(-) Negative,protein_coding
78344,EIF5,MN,ENSG00000158109,-0.593327681918,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,TPRG1L,(-) Negative,protein_coding
78346,EIF5,MN,ENSG00000158156,-0.635160552323,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,XKR8,(-) Negative,protein_coding
78363,EIF5,MN,ENSG00000158373,-0.503903255884,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,HIST1H2BD,(-) Negative,protein_coding
78369,EIF5,MN,ENSG00000158435,-0.691537560652,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CNOT11,(-) Negative,protein_coding
78471,EIF5,MN,ENSG00000160051,-0.660990139074,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,IQCC,(-) Negative,protein_coding
78668,EIF5,MN,ENSG00000162441,-0.528447691673,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,LZIC,(-) Negative,protein_coding
78731,EIF5,MN,ENSG00000162924,-0.573091909328,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,REL,(-) Negative,protein_coding
78772,EIF5,MN,ENSG00000163166,-0.500158081369,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,IWS1,(-) Negative,protein_coding
78883,EIF5,MN,ENSG00000163806,-0.517248681637,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SPDYA,(-) Negative,protein_coding
78970,EIF5,MN,ENSG00000164151,-0.514619325257,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,KIAA0947,(-) Negative,protein_coding
79006,EIF5,MN,ENSG00000164306,-0.585370578651,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,PRIMPOL,(-) Negative,protein_coding
79037,EIF5,MN,ENSG00000164576,-0.524182808481,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,SAP30L,(-) Negative,protein_coding
79143,EIF5,MN,ENSG00000165392,-0.501236930902,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,WRN,(-) Negative,protein_coding
79235,EIF5,MN,ENSG00000166016,-0.603552671478,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ABTB2,(-) Negative,protein_coding
79418,EIF5,MN,ENSG00000167220,-0.598364734726,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,HDHD2,(-) Negative,protein_coding
79421,EIF5,MN,ENSG00000167258,-0.508418120527,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CDK12,(-) Negative,protein_coding
79430,EIF5,MN,ENSG00000167333,-0.517190237542,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,TRIM68,(-) Negative,protein_coding
79525,EIF5,MN,ENSG00000167969,-0.619861529988,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ECI1,(-) Negative,protein_coding
79610,EIF5,MN,ENSG00000168564,-0.505421861351,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CDKN2AIP,(-) Negative,protein_coding
79621,EIF5,MN,ENSG00000168661,-0.664284632815,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ZNF30,(-) Negative,protein_coding
79686,EIF5,MN,ENSG00000169155,-0.528518850411,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ZBTB43,(-) Negative,protein_coding
79782,EIF5,MN,ENSG00000169951,-0.554409659556,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ZNF764,(-) Negative,protein_coding
79930,EIF5,MN,ENSG00000171155,-0.519217187184,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,C1GALT1C1,(-) Negative,protein_coding
79941,EIF5,MN,ENSG00000171224,-0.559545642492,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,C10orf35,(-) Negative,protein_coding
79944,EIF5,MN,ENSG00000171262,-0.526743960817,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,FAM98B,(-) Negative,protein_coding
79947,EIF5,MN,ENSG00000171302,-0.529765357018,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CANT1,(-) Negative,protein_coding
80229,EIF5,MN,ENSG00000173950,-0.704856782773,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,XXYLT1,(-) Negative,protein_coding
80302,EIF5,MN,ENSG00000174871,-0.580752565065,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,CNIH2,(-) Negative,protein_coding
80309,EIF5,MN,ENSG00000174943,-0.620807460345,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,KCTD13,(-) Negative,protein_coding
80505,EIF5,MN,ENSG00000177169,-0.508683351559,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ULK1,(-) Negative,protein_coding
80571,EIF5,MN,ENSG00000177888,-0.502351659531,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,ZBTB41,(-) Negative,protein_coding
80633,EIF5,MN,ENSG00000178700,-0.519748438945,exon:chr14:103800339-103800597:+@exon:chr14:103800726-103800934:+@exon:chr14:103801990-103802269:+,bimodal,DHFRL1,(-) Negative,protein_coding
