,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction
57745,DYNC1I2,iPSC,ENSG00000051128,0.523942419487,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,HOMER3,(+) Positive
57792,DYNC1I2,iPSC,ENSG00000055950,-0.586767020022,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MRPL43,(-) Negative
57794,DYNC1I2,iPSC,ENSG00000056097,-0.727522795355,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ZFR,(-) Negative
57804,DYNC1I2,iPSC,ENSG00000057608,-0.680747793137,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,GDI2,(-) Negative
57842,DYNC1I2,iPSC,ENSG00000061794,-0.51858602109,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MRPS35,(-) Negative
57847,DYNC1I2,iPSC,ENSG00000062038,-0.530800045304,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CDH3,(-) Negative
57863,DYNC1I2,iPSC,ENSG00000063322,-0.504397148788,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MED29,(-) Negative
57875,DYNC1I2,iPSC,ENSG00000064225,0.508679987903,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ST3GAL6,(+) Positive
57915,DYNC1I2,iPSC,ENSG00000065485,0.602024048205,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PDIA5,(+) Positive
57968,DYNC1I2,iPSC,ENSG00000067113,0.516374265239,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PPAP2A,(+) Positive
57973,DYNC1I2,iPSC,ENSG00000067225,-0.582330532473,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PKM,(-) Negative
57978,DYNC1I2,iPSC,ENSG00000067445,-0.517535438765,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TRO,(-) Negative
58014,DYNC1I2,iPSC,ENSG00000068796,-0.595205044654,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,KIF2A,(-) Negative
58015,DYNC1I2,iPSC,ENSG00000068878,-0.579299373696,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PSME4,(-) Negative
58039,DYNC1I2,iPSC,ENSG00000070010,-0.60875408986,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,UFD1L,(-) Negative
58040,DYNC1I2,iPSC,ENSG00000070018,0.523033052023,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,LRP6,(+) Positive
58053,DYNC1I2,iPSC,ENSG00000070501,-0.500812790166,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,POLB,(-) Negative
58058,DYNC1I2,iPSC,ENSG00000070669,-0.756917631398,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ASNS,(-) Negative
58065,DYNC1I2,iPSC,ENSG00000070785,-0.742488219622,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,EIF2B3,(-) Negative
58082,DYNC1I2,iPSC,ENSG00000071462,-0.655004962514,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,WBSCR22,(-) Negative
58098,DYNC1I2,iPSC,ENSG00000072071,0.571656507353,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,LPHN1,(+) Positive
58117,DYNC1I2,iPSC,ENSG00000072756,-0.582386184928,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TRNT1,(-) Negative
58144,DYNC1I2,iPSC,ENSG00000073792,-0.647504101155,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,IGF2BP2,(-) Negative
58155,DYNC1I2,iPSC,ENSG00000074211,0.525313767274,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PPP2R2C,(+) Positive
58156,DYNC1I2,iPSC,ENSG00000074219,-0.558900135772,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TEAD2,(-) Negative
58158,DYNC1I2,iPSC,ENSG00000074319,-0.509851640366,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TSG101,(-) Negative
58182,DYNC1I2,iPSC,ENSG00000075223,0.586515604957,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SEMA3C,(+) Positive
58255,DYNC1I2,iPSC,ENSG00000077721,-0.620655893738,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,UBE2A,(-) Negative
58301,DYNC1I2,iPSC,ENSG00000079332,0.506690276968,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SAR1A,(+) Positive
58306,DYNC1I2,iPSC,ENSG00000079462,-0.546342175098,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PAFAH1B3,(-) Negative
58312,DYNC1I2,iPSC,ENSG00000079805,-0.520219829484,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,DNM2,(-) Negative
58331,DYNC1I2,iPSC,ENSG00000080823,0.524153418909,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MOK,(+) Positive
58344,DYNC1I2,iPSC,ENSG00000081181,-0.705749456958,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ARG2,(-) Negative
58354,DYNC1I2,iPSC,ENSG00000081803,0.627415632904,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CADPS2,(+) Positive
58358,DYNC1I2,iPSC,ENSG00000082014,0.55588896488,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SMARCD3,(+) Positive
58405,DYNC1I2,iPSC,ENSG00000083937,-0.635549202064,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CHMP2B,(-) Negative
58427,DYNC1I2,iPSC,ENSG00000084754,-0.561227057662,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,HADHA,(-) Negative
58432,DYNC1I2,iPSC,ENSG00000085231,-0.596463219098,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TAF9,(-) Negative
58448,DYNC1I2,iPSC,ENSG00000085733,-0.553097065659,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CTTN,(-) Negative
58461,DYNC1I2,iPSC,ENSG00000086062,-0.564031478999,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,B4GALT1,(-) Negative
58484,DYNC1I2,iPSC,ENSG00000087086,-0.50991811124,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,FTL,(-) Negative
58496,DYNC1I2,iPSC,ENSG00000087263,-0.571998379472,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,OGFOD1,(-) Negative
58536,DYNC1I2,iPSC,ENSG00000088766,0.680991699175,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CRLS1,(+) Positive
58563,DYNC1I2,iPSC,ENSG00000089157,-0.606792679714,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RPLP0,(-) Negative
58573,DYNC1I2,iPSC,ENSG00000089280,-0.512584517907,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,FUS,(-) Negative
58616,DYNC1I2,iPSC,ENSG00000090659,0.544396137057,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CD209,(+) Positive
58641,DYNC1I2,iPSC,ENSG00000091409,-0.598390268843,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ITGA6,(-) Negative
58645,DYNC1I2,iPSC,ENSG00000091527,-0.515923870811,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CDV3,(-) Negative
58658,DYNC1I2,iPSC,ENSG00000092010,-0.513919754943,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PSME1,(-) Negative
58669,DYNC1I2,iPSC,ENSG00000092199,-0.65928105849,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,HNRNPC,(-) Negative
58678,DYNC1I2,iPSC,ENSG00000092470,0.56014682417,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,WDR76,(+) Positive
58706,DYNC1I2,iPSC,ENSG00000094916,-0.552370621106,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CBX5,(-) Negative
58710,DYNC1I2,iPSC,ENSG00000095059,-0.549237708238,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,DHPS,(-) Negative
58743,DYNC1I2,iPSC,ENSG00000096996,0.520804087449,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,IL12RB1,(+) Positive
58761,DYNC1I2,iPSC,ENSG00000099331,0.510173669196,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MYO9B,(+) Positive
58763,DYNC1I2,iPSC,ENSG00000099341,-0.633575992505,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PSMD8,(-) Negative
58832,DYNC1I2,iPSC,ENSG00000100206,0.646381881534,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,DMC1,(+) Positive
58859,DYNC1I2,iPSC,ENSG00000100297,-0.530231666634,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MCM5,(-) Negative
58917,DYNC1I2,iPSC,ENSG00000100528,-0.553387111288,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CNIH1,(-) Negative
58923,DYNC1I2,iPSC,ENSG00000100568,-0.865685529797,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,VTI1B,(-) Negative
58938,DYNC1I2,iPSC,ENSG00000100626,0.573578074881,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,GALNT16,(+) Positive
59009,DYNC1I2,iPSC,ENSG00000101158,-0.505116888435,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NELFCD,(-) Negative
59013,DYNC1I2,iPSC,ENSG00000101182,-0.550444998951,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PSMA7,(-) Negative
59042,DYNC1I2,iPSC,ENSG00000101365,-0.520367899123,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,IDH3B,(-) Negative
59094,DYNC1I2,iPSC,ENSG00000101888,-0.51170768821,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NXT2,(-) Negative
59111,DYNC1I2,iPSC,ENSG00000102038,-0.588845401064,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SMARCA1,(-) Negative
59166,DYNC1I2,iPSC,ENSG00000102786,0.512587623743,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,INTS6,(+) Positive
59181,DYNC1I2,iPSC,ENSG00000102935,0.568278785924,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ZNF423,(+) Positive
59226,DYNC1I2,iPSC,ENSG00000103275,-0.594949887035,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,UBE2I,(-) Negative
59271,DYNC1I2,iPSC,ENSG00000103932,-0.598038300263,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RPAP1,(-) Negative
59327,DYNC1I2,iPSC,ENSG00000104529,-0.588009495588,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,EEF1D,(-) Negative
59363,DYNC1I2,iPSC,ENSG00000104872,-0.831451630157,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PIH1D1,(-) Negative
59399,DYNC1I2,iPSC,ENSG00000105185,-0.509969630005,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PDCD5,(-) Negative
59406,DYNC1I2,iPSC,ENSG00000105223,-0.547285198545,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PLD3,(-) Negative
59422,DYNC1I2,iPSC,ENSG00000105372,-0.530761401535,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RPS19,(-) Negative
59451,DYNC1I2,iPSC,ENSG00000105523,0.647103769856,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,FAM83E,(+) Positive
59475,DYNC1I2,iPSC,ENSG00000105696,0.579962102597,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TMEM59L,(+) Positive
59496,DYNC1I2,iPSC,ENSG00000105819,-0.744185841383,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PMPCB,(-) Negative
59554,DYNC1I2,iPSC,ENSG00000106290,-0.583500073088,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TAF6,(-) Negative
59594,DYNC1I2,iPSC,ENSG00000106628,-0.539809832517,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,POLD2,(-) Negative
59633,DYNC1I2,iPSC,ENSG00000107223,-0.621369694083,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,EDF1,(-) Negative
59638,DYNC1I2,iPSC,ENSG00000107281,0.608890218865,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NPDC1,(+) Positive
59644,DYNC1I2,iPSC,ENSG00000107371,0.515184273091,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,EXOSC3,(+) Positive
59656,DYNC1I2,iPSC,ENSG00000107566,-0.516540952746,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ERLIN1,(-) Negative
59704,DYNC1I2,iPSC,ENSG00000108100,0.509842040554,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CCNY,(+) Positive
59810,DYNC1I2,iPSC,ENSG00000109113,-0.627952513598,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RAB34,(-) Negative
59815,DYNC1I2,iPSC,ENSG00000109184,0.517467788268,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,DCUN1D4,(+) Positive
59822,DYNC1I2,iPSC,ENSG00000109332,-0.558035972323,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,UBE2D3,(-) Negative
59925,DYNC1I2,iPSC,ENSG00000110723,0.527740903986,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,EXPH5,(+) Positive
59934,DYNC1I2,iPSC,ENSG00000110880,-0.589330537955,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CORO1C,(-) Negative
59943,DYNC1I2,iPSC,ENSG00000110955,-0.767539214873,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ATP5B,(-) Negative
59944,DYNC1I2,iPSC,ENSG00000110958,-0.548429475438,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PTGES3,(-) Negative
59948,DYNC1I2,iPSC,ENSG00000111057,-0.549409089729,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,KRT18,(-) Negative
59950,DYNC1I2,iPSC,ENSG00000111110,-0.646382159008,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,PPM1H,(-) Negative
59969,DYNC1I2,iPSC,ENSG00000111276,0.52423292744,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,CDKN1B,(+) Positive
59981,DYNC1I2,iPSC,ENSG00000111445,-0.53016745492,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,RFC5,(-) Negative
59993,DYNC1I2,iPSC,ENSG00000111640,-0.655395741794,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,GAPDH,(-) Negative
60085,DYNC1I2,iPSC,ENSG00000112304,-0.576749125031,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ACOT13,(-) Negative
60128,DYNC1I2,iPSC,ENSG00000112769,0.531860474914,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,LAMA4,(+) Positive
60172,DYNC1I2,iPSC,ENSG00000113407,-0.786516074572,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,TARS,(-) Negative
60185,DYNC1I2,iPSC,ENSG00000113583,-0.549600594411,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,C5orf15,(-) Negative
60273,DYNC1I2,iPSC,ENSG00000114744,-0.650897385365,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,COMMD2,(-) Negative
60288,DYNC1I2,iPSC,ENSG00000114942,-0.573541020526,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,EEF1B2,(-) Negative
60298,DYNC1I2,iPSC,ENSG00000115053,-0.589435789652,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,NCL,(-) Negative
60307,DYNC1I2,iPSC,ENSG00000115159,0.532687030793,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,GPD2,(+) Positive
60336,DYNC1I2,iPSC,ENSG00000115368,-0.505059997235,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,WDR75,(-) Negative
60350,DYNC1I2,iPSC,ENSG00000115486,0.526596868176,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,GGCX,(+) Positive
60357,DYNC1I2,iPSC,ENSG00000115540,-0.568575212935,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MOB4,(-) Negative
60359,DYNC1I2,iPSC,ENSG00000115548,0.550730219682,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,KDM3A,(+) Positive
60379,DYNC1I2,iPSC,ENSG00000115808,0.506076610179,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,STRN,(+) Positive
60390,DYNC1I2,iPSC,ENSG00000115942,-0.579917318461,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ORC2,(-) Negative
60401,DYNC1I2,iPSC,ENSG00000116017,0.522712824016,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ARID3A,(+) Positive
60408,DYNC1I2,iPSC,ENSG00000116120,-0.620036381963,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,FARSB,(-) Negative
60413,DYNC1I2,iPSC,ENSG00000116141,0.520470047112,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MARK1,(+) Positive
60416,DYNC1I2,iPSC,ENSG00000116171,-0.50579962429,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,SCP2,(-) Negative
60437,DYNC1I2,iPSC,ENSG00000116459,-0.69852284902,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,ATP5F1,(-) Negative
60439,DYNC1I2,iPSC,ENSG00000116478,-0.533839881595,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,HDAC1,(-) Negative
60449,DYNC1I2,iPSC,ENSG00000116586,-0.770182848129,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,LAMTOR2,(-) Negative
60455,DYNC1I2,iPSC,ENSG00000116670,-0.718728176134,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,MAD2L2,(-) Negative
60472,DYNC1I2,iPSC,ENSG00000116771,0.638691228402,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,AGMAT,(+) Positive
60490,DYNC1I2,iPSC,ENSG00000116922,0.542976008702,exon:chr2:172563743-172563887:+@exon:chr2:172569277-172569336:+@exon:chr2:172571838-172571878:+,bimodal,C1orf109,(+) Positive
