,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction
158897,PKM,MN,ENSG00000093217,0.523626996678,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,XYLB,(+) Positive
158902,PKM,MN,ENSG00000094880,-0.585258827477,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,CDC23,(-) Negative
159072,PKM,MN,ENSG00000100345,-0.51095818445,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,MYH9,(-) Negative
159230,PKM,MN,ENSG00000101335,-0.555226994879,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,MYL9,(-) Negative
159238,PKM,MN,ENSG00000101361,-0.514708751501,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,NOP56,(-) Negative
159286,PKM,MN,ENSG00000101849,-0.544696239281,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,TBL1X,(-) Negative
159290,PKM,MN,ENSG00000101871,-0.575931831141,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,MID1,(-) Negative
159515,PKM,MN,ENSG00000104435,0.510144613057,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,STMN2,(+) Positive
159529,PKM,MN,ENSG00000104635,-0.506899197077,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,SLC39A14,(-) Negative
159620,PKM,MN,ENSG00000105372,-0.612631654967,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,RPS19,(-) Negative
159647,PKM,MN,ENSG00000105519,0.507220108428,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,CAPS,(+) Positive
159824,PKM,MN,ENSG00000107105,0.559865103746,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,ELAVL2,(+) Positive
159833,PKM,MN,ENSG00000107249,-0.587551691125,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,GLIS3,(-) Negative
159963,PKM,MN,ENSG00000108639,-0.550081599584,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,SYNGR2,(-) Negative
159995,PKM,MN,ENSG00000109016,-0.579617333354,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,DHRS7B,(-) Negative
160008,PKM,MN,ENSG00000109113,-0.53608879491,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,RAB34,(-) Negative
160108,PKM,MN,ENSG00000110492,-0.500840252339,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,MDK,(-) Negative
160187,PKM,MN,ENSG00000111602,-0.509445507355,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,TIMELESS,(-) Negative
160258,PKM,MN,ENSG00000112118,-0.510814149783,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,MCM3,(-) Negative
160347,PKM,MN,ENSG00000113140,-0.620327508798,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,SPARC,(-) Negative
160406,PKM,MN,ENSG00000113810,-0.539563555013,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,SMC4,(-) Negative
160436,PKM,MN,ENSG00000114315,-0.568792729087,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,HES1,(-) Negative
160482,PKM,MN,ENSG00000114867,-0.674372733946,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,EIF4G1,(-) Negative
160651,PKM,MN,ENSG00000116667,-0.550653113372,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,C1orf21,(-) Negative
160706,PKM,MN,ENSG00000117122,-0.518020518995,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,MFAP2,(-) Negative
160722,PKM,MN,ENSG00000117318,-0.537417025502,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,ID3,(-) Negative
160727,PKM,MN,ENSG00000117394,-0.502702827966,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,SLC2A1,(-) Negative
160758,PKM,MN,ENSG00000117632,0.51590092088,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,STMN1,(+) Positive
160766,PKM,MN,ENSG00000117724,-0.512965118559,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,CENPF,(-) Negative
160815,PKM,MN,ENSG00000118523,-0.507353671638,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,CTGF,(-) Negative
160829,PKM,MN,ENSG00000118785,-0.53222498392,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,SPP1,(-) Negative
160869,PKM,MN,ENSG00000119408,-0.51525020412,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,NEK6,(-) Negative
160880,PKM,MN,ENSG00000119547,0.511398696059,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,ONECUT2,(+) Positive
160948,PKM,MN,ENSG00000120251,0.555513811081,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,GRIA2,(+) Positive
160968,PKM,MN,ENSG00000120539,-0.597668715613,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,MASTL,(-) Negative
160985,PKM,MN,ENSG00000120699,-0.511717958521,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,EXOSC8,(-) Negative
160992,PKM,MN,ENSG00000120742,-0.55725572742,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,SERP1,(-) Negative
160996,PKM,MN,ENSG00000120800,-0.646386407265,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,UTP20,(-) Negative
161008,PKM,MN,ENSG00000120907,0.529275326884,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,ADRA1A,(+) Positive
161123,PKM,MN,ENSG00000122694,-0.604403510644,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,GLIPR2,(-) Negative
161132,PKM,MN,ENSG00000122786,-0.624758501219,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,CALD1,(-) Negative
161155,PKM,MN,ENSG00000123131,-0.604545408976,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,PRDX4,(-) Negative
161263,PKM,MN,ENSG00000124469,0.517519232077,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,CEACAM8,(+) Positive
161318,PKM,MN,ENSG00000125352,-0.526188999682,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,RNF113A,(-) Negative
161336,PKM,MN,ENSG00000125484,-0.566646766476,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,GTF3C4,(-) Negative
161440,PKM,MN,ENSG00000126749,-0.501825014136,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,EMG1,(-) Negative
161470,PKM,MN,ENSG00000127314,-0.520792806323,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,RAP1B,(-) Negative
161520,PKM,MN,ENSG00000128050,-0.616164856364,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,PAICS,(-) Negative
161597,PKM,MN,ENSG00000129128,-0.502827618888,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,SPCS3,(-) Negative
161680,PKM,MN,ENSG00000130270,0.540272570041,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,ATP8B3,(+) Positive
161838,PKM,MN,ENSG00000131711,0.516647128372,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,MAP1B,(+) Positive
162069,PKM,MN,ENSG00000134057,-0.530480860305,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,CCNB1,(-) Negative
162129,PKM,MN,ENSG00000134539,0.502038097812,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,KLRD1,(+) Positive
162144,PKM,MN,ENSG00000134698,0.505338051062,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,AGO4,(+) Positive
162149,PKM,MN,ENSG00000134755,-0.604200148854,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,DSC2,(-) Negative
162181,PKM,MN,ENSG00000134986,0.50736267668,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,NREP,(+) Positive
162189,PKM,MN,ENSG00000135048,-0.502714398084,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,TMEM2,(-) Negative
162292,PKM,MN,ENSG00000135862,-0.57250748886,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,LAMC1,(-) Negative
162315,PKM,MN,ENSG00000135976,0.584546480453,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,ANKRD36,(+) Positive
162349,PKM,MN,ENSG00000136205,-0.502365234298,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,TNS3,(-) Negative
162528,PKM,MN,ENSG00000137693,-0.516333954407,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,YAP1,(-) Negative
162542,PKM,MN,ENSG00000137807,-0.529735381974,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,KIF23,(-) Negative
162572,PKM,MN,ENSG00000138029,-0.575999720244,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,HADHB,(-) Negative
162573,PKM,MN,ENSG00000138031,-0.517852007615,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,ADCY3,(-) Negative
162586,PKM,MN,ENSG00000138085,-0.504211555035,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,ATRAID,(-) Negative
162587,PKM,MN,ENSG00000138092,-0.671358906759,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,CENPO,(-) Negative
162600,PKM,MN,ENSG00000138193,-0.525146005745,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,PLCE1,(-) Negative
162651,PKM,MN,ENSG00000138670,0.533648224981,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,RASGEF1B,(+) Positive
162656,PKM,MN,ENSG00000138696,-0.526699728364,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,BMPR1B,(-) Negative
162685,PKM,MN,ENSG00000138829,-0.512548371634,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,FBN2,(-) Negative
162714,PKM,MN,ENSG00000139278,-0.511913028165,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,GLIPR1,(-) Negative
162776,PKM,MN,ENSG00000139970,0.579096010612,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,RTN1,(+) Positive
162828,PKM,MN,ENSG00000140527,0.533810446678,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,WDR93,(+) Positive
162835,PKM,MN,ENSG00000140575,-0.501620275569,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,IQGAP1,(-) Negative
162856,PKM,MN,ENSG00000140931,-0.572089435443,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,CMTM3,(-) Negative
162918,PKM,MN,ENSG00000141510,-0.5273316633,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,TP53,(-) Negative
162981,PKM,MN,ENSG00000142227,-0.611921496222,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,EMP3,(-) Negative
163002,PKM,MN,ENSG00000142627,-0.500271526548,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,EPHA2,(-) Negative
163102,PKM,MN,ENSG00000143545,-0.612264515822,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,RAB13,(-) Negative
163133,PKM,MN,ENSG00000143771,-0.557606172533,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,CNIH4,(-) Negative
163197,PKM,MN,ENSG00000144381,-0.522972042803,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,HSPD1,(-) Negative
163207,PKM,MN,ENSG00000144476,-0.501817852133,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,ACKR3,(-) Negative
163243,PKM,MN,ENSG00000144824,-0.520070352172,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,PHLDB2,(-) Negative
163296,PKM,MN,ENSG00000145431,-0.54944115066,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,PDGFC,(-) Negative
163412,PKM,MN,ENSG00000146918,-0.517400173563,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,NCAPG2,(-) Negative
163415,PKM,MN,ENSG00000146963,-0.500957334399,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,C7orf55-LUC7L2,(-) Negative
163595,PKM,MN,ENSG00000149256,0.561459085399,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,TENM4,(+) Positive
163669,PKM,MN,ENSG00000150526,0.528562858192,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,MIA2,(+) Positive
163679,PKM,MN,ENSG00000150687,-0.642738288787,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,PRSS23,(-) Negative
163716,PKM,MN,ENSG00000151287,-0.537540109861,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,TEX30,(-) Negative
163792,PKM,MN,ENSG00000152092,0.590660985562,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,ASTN1,(+) Positive
163842,PKM,MN,ENSG00000152558,-0.579338548116,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,TMEM123,(-) Negative
163849,PKM,MN,ENSG00000152661,-0.506301908858,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,GJA1,(-) Negative
164010,PKM,MN,ENSG00000155026,-0.500975525073,exon:chr15:72499069-72499221:-@exon:chr15:72495363-72495529:-@exon:chr15:72494795-72494961:-@exon:chr15:72492815-72492996:-,bimodal,RSPH10B,(-) Negative
