,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction,gene_type
188115,SMARCE1,MN,ENSG00000104177,0.525301359307,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,MYEF2,(+) Positive,protein_coding
188147,SMARCE1,MN,ENSG00000104490,0.581290110503,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,NCALD,(+) Positive,protein_coding
188173,SMARCE1,MN,ENSG00000104756,0.543045554771,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,KCTD9,(+) Positive,protein_coding
188175,SMARCE1,MN,ENSG00000104765,0.503016173808,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,BNIP3L,(+) Positive,protein_coding
188180,SMARCE1,MN,ENSG00000104824,0.533887798573,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,HNRNPL,(+) Positive,protein_coding
188201,SMARCE1,MN,ENSG00000104960,0.533927572917,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PTOV1,(+) Positive,protein_coding
188211,SMARCE1,MN,ENSG00000105048,-0.527205009848,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TNNT1,(-) Negative,protein_coding
188238,SMARCE1,MN,ENSG00000105258,0.500272699964,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,POLR2I,(+) Positive,protein_coding
188248,SMARCE1,MN,ENSG00000105372,0.51177248626,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPS19,(+) Positive,protein_coding
188300,SMARCE1,MN,ENSG00000105677,0.580216030417,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMEM147,(+) Positive,protein_coding
188327,SMARCE1,MN,ENSG00000105854,0.579157986834,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PON2,(+) Positive,protein_coding
188365,SMARCE1,MN,ENSG00000106105,0.605396824129,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,GARS,(+) Positive,protein_coding
188416,SMARCE1,MN,ENSG00000106609,0.516694987037,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMEM248,(+) Positive,protein_coding
188425,SMARCE1,MN,ENSG00000106682,0.506270536482,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,EIF4H,(+) Positive,protein_coding
188457,SMARCE1,MN,ENSG00000107186,0.519388301246,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,MPDZ,(+) Positive,protein_coding
188512,SMARCE1,MN,ENSG00000107929,0.540227995003,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,LARP4B,(+) Positive,protein_coding
188642,SMARCE1,MN,ENSG00000109189,0.518560861655,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,USP46,(+) Positive,protein_coding
188657,SMARCE1,MN,ENSG00000109475,0.500143914553,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL34,(+) Positive,protein_coding
188725,SMARCE1,MN,ENSG00000110330,0.564448084426,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,BIRC2,(+) Positive,protein_coding
188736,SMARCE1,MN,ENSG00000110492,0.539003652486,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,MDK,(+) Positive,protein_coding
188760,SMARCE1,MN,ENSG00000110880,0.662249304866,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,CORO1C,(+) Positive,protein_coding
188798,SMARCE1,MN,ENSG00000111328,0.536163828334,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,CDK2AP1,(+) Positive,protein_coding
188845,SMARCE1,MN,ENSG00000111752,0.548724215597,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PHC1,(+) Positive,protein_coding
188850,SMARCE1,MN,ENSG00000111786,0.574989907797,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SRSF9,(+) Positive,protein_coding
188853,SMARCE1,MN,ENSG00000111816,-0.500384341456,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,FRK,(-) Negative,protein_coding
188931,SMARCE1,MN,ENSG00000112531,0.568114128878,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,QKI,(+) Positive,protein_coding
188973,SMARCE1,MN,ENSG00000113068,0.511373981501,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PFDN1,(+) Positive,protein_coding
188975,SMARCE1,MN,ENSG00000113140,0.53550841693,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SPARC,(+) Positive,protein_coding
189021,SMARCE1,MN,ENSG00000113648,0.632327254282,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,H2AFY,(+) Positive,protein_coding
189059,SMARCE1,MN,ENSG00000114209,0.536035223971,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PDCD10,(+) Positive,protein_coding
189063,SMARCE1,MN,ENSG00000114302,0.627107139505,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PRKAR2A,(+) Positive,protein_coding
189127,SMARCE1,MN,ENSG00000115091,0.570177979319,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,ACTR3,(+) Positive,protein_coding
189162,SMARCE1,MN,ENSG00000115368,0.580407419832,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,WDR75,(+) Positive,protein_coding
189163,SMARCE1,MN,ENSG00000115392,0.518238141901,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,FANCL,(+) Positive,protein_coding
189164,SMARCE1,MN,ENSG00000115414,0.58020789196,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,FN1,(+) Positive,protein_coding
189231,SMARCE1,MN,ENSG00000116095,0.517713499331,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PLEKHA3,(+) Positive,protein_coding
189234,SMARCE1,MN,ENSG00000116120,0.580266560466,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,FARSB,(+) Positive,protein_coding
189314,SMARCE1,MN,ENSG00000116906,0.65904692072,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,GNPAT,(+) Positive,protein_coding
189356,SMARCE1,MN,ENSG00000117395,0.528430824177,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,EBNA1BP2,(+) Positive,protein_coding
189371,SMARCE1,MN,ENSG00000117519,0.570742289493,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,CNN3,(+) Positive,protein_coding
189378,SMARCE1,MN,ENSG00000117592,0.612809259434,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PRDX6,(+) Positive,protein_coding
189383,SMARCE1,MN,ENSG00000117616,0.506959392394,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,C1orf63,(+) Positive,protein_coding
189402,SMARCE1,MN,ENSG00000117899,0.848731272587,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,MESDC2,(+) Positive,protein_coding
189413,SMARCE1,MN,ENSG00000118181,0.658219426571,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPS25,(+) Positive,protein_coding
189445,SMARCE1,MN,ENSG00000118564,0.513532467557,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,FBXL5,(+) Positive,protein_coding
189464,SMARCE1,MN,ENSG00000118939,0.584995439437,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,UCHL3,(+) Positive,protein_coding
189489,SMARCE1,MN,ENSG00000119335,0.543602146704,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SET,(+) Positive,protein_coding
189520,SMARCE1,MN,ENSG00000119669,0.500275260899,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,IRF2BPL,(+) Positive,protein_coding
189685,SMARCE1,MN,ENSG00000121766,0.567922566721,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,ZCCHC17,(+) Positive,protein_coding
189707,SMARCE1,MN,ENSG00000122026,0.542183590874,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL21,(+) Positive,protein_coding
189760,SMARCE1,MN,ENSG00000122786,0.562516249964,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,CALD1,(+) Positive,protein_coding
189811,SMARCE1,MN,ENSG00000123444,0.501433288858,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,KBTBD4,(+) Positive,protein_coding
189909,SMARCE1,MN,ENSG00000124614,0.607055961604,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPS10,(+) Positive,protein_coding
189926,SMARCE1,MN,ENSG00000124795,0.645951860819,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,DEK,(+) Positive,protein_coding
189952,SMARCE1,MN,ENSG00000125398,0.501983750027,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SOX9,(+) Positive,protein_coding
189955,SMARCE1,MN,ENSG00000125445,0.523624371384,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,MRPS7,(+) Positive,protein_coding
189981,SMARCE1,MN,ENSG00000125691,0.614589709525,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL23,(+) Positive,protein_coding
190009,SMARCE1,MN,ENSG00000125870,0.664694047704,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SNRPB2,(+) Positive,protein_coding
190069,SMARCE1,MN,ENSG00000126756,0.674878277253,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,UXT,(+) Positive,protein_coding
190148,SMARCE1,MN,ENSG00000128050,0.502612597857,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PAICS,(+) Positive,protein_coding
190150,SMARCE1,MN,ENSG00000128059,0.52031481975,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,PPAT,(+) Positive,protein_coding
190245,SMARCE1,MN,ENSG00000129351,0.514154347024,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,ILF3,(+) Positive,protein_coding
190261,SMARCE1,MN,ENSG00000129559,0.630860675859,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,NEDD8,(+) Positive,protein_coding
190307,SMARCE1,MN,ENSG00000130255,0.566270049245,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL36,(+) Positive,protein_coding
190522,SMARCE1,MN,ENSG00000132313,0.598774541813,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,MRPL35,(+) Positive,protein_coding
190537,SMARCE1,MN,ENSG00000132405,0.507650780577,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TBC1D14,(+) Positive,protein_coding
190565,SMARCE1,MN,ENSG00000132604,-0.594011898826,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TERF2,(-) Negative,protein_coding
190599,SMARCE1,MN,ENSG00000132872,-0.553892618332,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SYT4,(-) Negative,protein_coding
190625,SMARCE1,MN,ENSG00000133119,0.507495496839,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RFC3,(+) Positive,protein_coding
190732,SMARCE1,MN,ENSG00000134313,-0.526568398608,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,KIDINS220,(-) Negative,protein_coding
190784,SMARCE1,MN,ENSG00000134809,0.504103316174,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TIMM10,(+) Positive,protein_coding
190787,SMARCE1,MN,ENSG00000134825,0.545285772822,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TMEM258,(+) Positive,protein_coding
190823,SMARCE1,MN,ENSG00000135074,0.567114574939,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,ADAM19,(+) Positive,protein_coding
190845,SMARCE1,MN,ENSG00000135269,0.555055326819,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,TES,(+) Positive,protein_coding
190877,SMARCE1,MN,ENSG00000135486,0.636585892707,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,HNRNPA1,(+) Positive,protein_coding
190898,SMARCE1,MN,ENSG00000135698,0.501570642496,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,MPHOSPH6,(+) Positive,protein_coding
190901,SMARCE1,MN,ENSG00000135720,0.509819586527,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,DYNC1LI2,(+) Positive,protein_coding
190931,SMARCE1,MN,ENSG00000135930,0.527773994665,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,EIF4E2,(+) Positive,protein_coding
191027,SMARCE1,MN,ENSG00000136709,0.53982221269,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,WDR33,(+) Positive,protein_coding
191034,SMARCE1,MN,ENSG00000136738,0.593211270658,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,STAM,(+) Positive,protein_coding
191075,SMARCE1,MN,ENSG00000136942,0.59015339295,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPL35,(+) Positive,protein_coding
191106,SMARCE1,MN,ENSG00000137207,0.569276990023,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,YIPF3,(+) Positive,protein_coding
191148,SMARCE1,MN,ENSG00000137563,0.591093947698,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,GGH,(+) Positive,protein_coding
191181,SMARCE1,MN,ENSG00000137845,0.504837307817,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,ADAM10,(+) Positive,protein_coding
191230,SMARCE1,MN,ENSG00000138246,0.523818270611,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,DNAJC13,(+) Positive,protein_coding
191236,SMARCE1,MN,ENSG00000138326,0.523795786249,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,RPS24,(+) Positive,protein_coding
191242,SMARCE1,MN,ENSG00000138376,0.63546917745,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,BARD1,(+) Positive,protein_coding
191293,SMARCE1,MN,ENSG00000138758,0.610952133002,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,SEPT11,(+) Positive,protein_coding
191317,SMARCE1,MN,ENSG00000138944,-0.53217412326,exon:chr17:38801828-38801871:-@exon:chr17:38798707-38798811:-@exon:chr17:38793744-38793824:-,bimodal,KIAA1644,(-) Negative,protein_coding
