,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction
149958,MEAF6,NPC,ENSG00000158796,-0.637666210097,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,DEDD,(-) Negative
150002,MEAF6,NPC,ENSG00000159339,0.520595492014,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,PADI4,(+) Positive
150033,MEAF6,NPC,ENSG00000159905,0.502588971442,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,ZNF221,(+) Positive
150095,MEAF6,NPC,ENSG00000160471,0.512887492135,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,COX6B2,(+) Positive
150355,MEAF6,NPC,ENSG00000163319,-0.551330455946,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,MRPS18C,(-) Negative
150375,MEAF6,NPC,ENSG00000163430,-0.617228258988,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,FSTL1,(-) Negative
150592,MEAF6,NPC,ENSG00000164405,-0.591930528661,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,UQCRQ,(-) Negative
151133,MEAF6,NPC,ENSG00000168234,-0.500765027866,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,TTC39C,(-) Negative
151436,MEAF6,NPC,ENSG00000170584,-0.554005333165,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,NUDCD2,(-) Negative
151708,MEAF6,NPC,ENSG00000173083,0.532035282819,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,HPSE,(+) Positive
152123,MEAF6,NPC,ENSG00000177700,-0.598547595778,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,POLR2L,(-) Negative
152708,MEAF6,NPC,ENSG00000184752,-0.545175115511,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,NDUFA12,(-) Negative
152893,MEAF6,NPC,ENSG00000186335,0.503928849493,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,SLC36A2,(+) Positive
152965,MEAF6,NPC,ENSG00000187134,0.53059948716,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,AKR1C1,(+) Positive
153003,MEAF6,NPC,ENSG00000187650,0.501208176882,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,VMAC,(+) Positive
153144,MEAF6,NPC,ENSG00000189143,0.515995201911,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,CLDN4,(+) Positive
153227,MEAF6,NPC,ENSG00000196419,-0.574295972658,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,XRCC6,(-) Negative
153251,MEAF6,NPC,ENSG00000196535,0.535979819326,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,MYO18A,(+) Positive
153582,MEAF6,NPC,ENSG00000198563,-0.514814987866,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,DDX39B,(-) Negative
153672,MEAF6,NPC,ENSG00000198898,-0.500648605637,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,CAPZA2,(-) Negative
153700,MEAF6,NPC,ENSG00000198961,-0.507223550265,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,PJA2,(-) Negative
153863,MEAF6,NPC,ENSG00000204677,0.531535449493,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,FAM153C,(+) Positive
153916,MEAF6,NPC,ENSG00000205323,-0.571307154038,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,SARNP,(-) Negative
154106,MEAF6,NPC,ENSG00000214248,0.553273176912,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,AC010336.1,(+) Positive
154762,MEAF6,NPC,ENSG00000232151,0.505317263578,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,RP11-353N4.8,(+) Positive
154926,MEAF6,NPC,ENSG00000235023,0.547739669106,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,AP001626.2,(+) Positive
154933,MEAF6,NPC,ENSG00000235099,0.541864659508,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,RP1-23E21.2,(+) Positive
154967,MEAF6,NPC,ENSG00000235597,0.618936609454,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,AC013402.2,(+) Positive
154968,MEAF6,NPC,ENSG00000235609,0.556411372629,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,AF127936.7,(+) Positive
155136,MEAF6,NPC,ENSG00000239213,0.537540872347,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,RP11-85F14.5,(+) Positive
155188,MEAF6,NPC,ENSG00000240893,0.506871979684,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,RP11-572C15.5,(+) Positive
155215,MEAF6,NPC,ENSG00000241528,0.525916337951,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,RP1-130H16.16,(+) Positive
155454,MEAF6,NPC,ENSG00000248371,0.511190054229,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,CTC-347C20.2,(+) Positive
155508,MEAF6,NPC,ENSG00000249464,0.63621503627,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,RP11-93L9.1,(+) Positive
156224,MEAF6,NPC,ENSG00000259583,0.505062849047,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,RP11-66B24.4,(+) Positive
156857,MEAF6,NPC,ENSG00000267360,0.502053096052,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,CTC-454I21.3,(+) Positive
156959,MEAF6,NPC,ENSG00000267943,0.527491174455,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,CTD-2620I22.3,(+) Positive
157373,MEAF6,NPC,ENSG00000272918,0.533062832797,exon:chr1:37967405-37967597:-@exon:chr1:37962308-37962337:-@exon:chr1:37961475-37961519:-,bimodal,CTB-152G17.6,(+) Positive
