,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value,modality,phenotype
GO:0008152,"ENSG00000198130,ENSG00000075239,ENSG00000093144,ENSG00000072506,ENSG00000117054,ENSG00000120992,ENSG00000182220,ENSG00000138382,ENSG00000198189,ENSG00000145439,ENSG00000101654,ENSG00000110871,ENSG00000135069,ENSG00000116171,ENSG00000084754,ENSG00000148335,ENSG00000131828,ENSG00000112972,ENSG00000101247,ENSG00000087995,ENSG00000023330,ENSG00000136143,ENSG00000151552","HIBCH,ACAT1,ECHDC1,HSD17B10,ACADM,LYPLA1,ATP6AP2,METTL5,HSD17B11,CBR4,RNMT,COQ5,PSAT1,SCP2,HADHA,NTMT1,PDHA1,HMGCS1,NDUFAF5,METTL2A,ALAS1,SUCLA2,QDPR",biological_process,metabolic process,28,23,486,13.2417932004,7.8805010347,bimodal,MN
GO:0034641,"ENSG00000198130,ENSG00000072506,ENSG00000143106,ENSG00000185627,ENSG00000075239,ENSG00000155096,ENSG00000110801,ENSG00000129596,ENSG00000008311,ENSG00000108294,ENSG00000173692,ENSG00000092010,ENSG00000159352,ENSG00000151552,ENSG00000135069,ENSG00000149089","HIBCH,HSD17B10,PSMA5,PSMD13,ACAT1,AZIN1,PSMD9,CDO1,AASS,PSMB3,PSMD1,PSME1,PSMD4,QDPR,PSAT1,APIP",biological_process,cellular nitrogen compound metabolic process,18,16,214,12.5613304283,7.20003826257,bimodal,MN
GO:0006396,"ENSG00000090621,ENSG00000131051,ENSG00000096746,ENSG00000003756,ENSG00000185246,ENSG00000173933,ENSG00000144048,ENSG00000088930,ENSG00000163660,ENSG00000067596,ENSG00000163714,ENSG00000248643,ENSG00000060688,ENSG00000165119,ENSG00000108651,ENSG00000138668,ENSG00000135316,ENSG00000152795","PABPC4,RBM39,HNRNPH3,RBM5,PRPF39,RBM4,DUSP11,XRN2,CCNL1,DHX8,U2SURP,RBM14-RBM4,SNRNP40,HNRNPK,UTP6,HNRNPD,SYNCRIP,HNRNPDL",biological_process,RNA processing,21,18,97,12.3741678484,7.01287568266,bimodal,MN
GO:0006367,"ENSG00000120798,ENSG00000120656,ENSG00000134480,ENSG00000047315,ENSG00000197323,ENSG00000168002,ENSG00000141027,ENSG00000168214,ENSG00000077809,ENSG00000148572,ENSG00000160563,ENSG00000159479,ENSG00000082258,ENSG00000108590,ENSG00000054118","NR2C1,TAF12,CCNH,POLR2B,TRIM33,POLR2G,NCOR1,RBPJ,GTF2I,NRBF2,MED27,MED8,CCNT2,MED31,THRAP3",biological_process,transcription initiation from RNA polymerase II promoter,17,15,204,11.7323497427,6.37105757701,bimodal,MN
GO:0007067,"ENSG00000204843,ENSG00000163939,ENSG00000166295,ENSG00000110200,ENSG00000169689,ENSG00000007168,ENSG00000147601,ENSG00000113712,ENSG00000156256,ENSG00000176386,ENSG00000137100,ENSG00000182628,ENSG00000152240,ENSG00000165416,ENSG00000141552,ENSG00000122545,ENSG00000168385,ENSG00000058272,ENSG00000008128","DCTN1,PBRM1,ANAPC16,ANAPC15,STRA13,PAFAH1B1,TERF1,CSNK1A1,USP16,CDC26,DCTN3,SKA2,HAUS1,SUGT1,ANAPC11,SEPT7,SEPT2,PPP1R12A,CDK11A",biological_process,mitosis,23,19,204,11.6274006146,6.26610844894,bimodal,MN
GO:0016071,"ENSG00000123737,ENSG00000110801,ENSG00000197111,ENSG00000108294,ENSG00000171311,ENSG00000110367,ENSG00000111596,ENSG00000125351,ENSG00000122026,ENSG00000092010,ENSG00000138668,ENSG00000164924,ENSG00000185627,ENSG00000173692,ENSG00000205937,ENSG00000156976,ENSG00000170889,ENSG00000145425,ENSG00000143106,ENSG00000204392,ENSG00000169062,ENSG00000159352","EXOSC9,PSMD9,PCBP2,PSMB3,EXOSC1,DDX6,CNOT2,UPF3B,RPL21,PSME1,HNRNPD,YWHAZ,PSMD13,PSMD1,RNPS1,EIF4A2,RPS9,RPS3A,PSMA5,LSM2,UPF3A,PSMD4",biological_process,mRNA metabolic process,28,22,282,11.2806368692,5.91934470348,bimodal,MN
GO:0000278,"ENSG00000134480,ENSG00000110801,ENSG00000175216,ENSG00000108294,ENSG00000176386,ENSG00000204843,ENSG00000117697,ENSG00000166037,ENSG00000163539,ENSG00000007168,ENSG00000092010,ENSG00000127914,ENSG00000185627,ENSG00000173692,ENSG00000078674,ENSG00000151422,ENSG00000182628,ENSG00000153575,ENSG00000144744,ENSG00000143106,ENSG00000140455,ENSG00000135336,ENSG00000137100,ENSG00000159352,ENSG00000141552","CCNH,PSMD9,CKAP5,PSMB3,CDC26,DCTN1,NSL1,CEP57,CLASP2,PAFAH1B1,PSME1,AKAP9,PSMD13,PSMD1,PCM1,FER,SKA2,TUBGCP5,UBA3,PSMA5,USP3,ORC3,DCTN3,PSMD4,ANAPC11",biological_process,mitotic cell cycle,33,25,352,11.1888944804,5.82760231467,bimodal,MN
GO:0006310,"ENSG00000151657,ENSG00000138138,ENSG00000187778,ENSG00000169189,ENSG00000085224,ENSG00000108384,ENSG00000248643,ENSG00000147140,ENSG00000168214,ENSG00000136824,ENSG00000129197,ENSG00000116750,ENSG00000143748,ENSG00000211460","KIN,ATAD1,MCRS1,NSMCE1,ATRX,RAD51C,RBM14-RBM4,NONO,RBPJ,SMC2,RPAIN,UCHL5,NVL,TSN",biological_process,DNA recombination,16,14,111,10.9071169076,5.54582474184,bimodal,MN
GO:0006357,"ENSG00000196235,ENSG00000111596,ENSG00000128272,ENSG00000004487,ENSG00000196233,ENSG00000153147,ENSG00000160563,ENSG00000141027,ENSG00000154582,ENSG00000073584,ENSG00000115966,ENSG00000146109,ENSG00000112983,ENSG00000159479,ENSG00000187735,ENSG00000255526,ENSG00000173575,ENSG00000204256","SUPT5H,CNOT2,ATF4,KDM1A,LCOR,SMARCA5,MED27,NCOR1,TCEB1,SMARCE1,ATF2,ABT1,BRD8,MED8,TCEA1,NEDD8-MDP1,CHD2,BRD2",biological_process,regulation of transcription from RNA polymerase II promoter,22,18,327,10.8771587297,5.51586656402,bimodal,MN
GO:0051301,"ENSG00000175216,ENSG00000176386,ENSG00000008128,ENSG00000136824,ENSG00000117697,ENSG00000082258,ENSG00000168385,ENSG00000163539,ENSG00000110200,ENSG00000169689,ENSG00000007168,ENSG00000113712,ENSG00000156256,ENSG00000047849,ENSG00000196504,ENSG00000147601,ENSG00000100014,ENSG00000182628,ENSG00000152240,ENSG00000164885,ENSG00000166295,ENSG00000123975,ENSG00000141552","CKAP5,CDC26,CDK11A,SMC2,NSL1,CCNT2,SEPT2,CLASP2,ANAPC15,STRA13,PAFAH1B1,CSNK1A1,USP16,MAP4,PRPF40A,TERF1,SPECC1L,SKA2,HAUS1,CDK5,ANAPC16,CKS2,ANAPC11",biological_process,cell division,30,23,330,10.8740965465,5.51280438079,bimodal,MN
GO:0016032,"ENSG00000103363,ENSG00000134480,ENSG00000110801,ENSG00000108294,ENSG00000082258,ENSG00000196235,ENSG00000187735,ENSG00000122026,ENSG00000092010,ENSG00000101654,ENSG00000136243,ENSG00000185627,ENSG00000047315,ENSG00000173692,ENSG00000170889,ENSG00000145425,ENSG00000143106,ENSG00000120656,ENSG00000168002,ENSG00000196262,ENSG00000047249,ENSG00000159352,ENSG00000154582","TCEB2,CCNH,PSMD9,PSMB3,CCNT2,SUPT5H,TCEA1,RPL21,PSME1,RNMT,NUPL2,PSMD13,POLR2B,PSMD1,RPS9,RPS3A,PSMA5,TAF12,POLR2G,PPIA,ATP6V1H,PSMD4,TCEB1",biological_process,viral reproduction,30,23,392,10.8740965465,5.51280438079,bimodal,MN
GO:0045893,"ENSG00000138293,ENSG00000162664,ENSG00000005483,ENSG00000110801,ENSG00000165671,ENSG00000067369,ENSG00000083168,ENSG00000196591,ENSG00000187735,ENSG00000113658,ENSG00000160310,ENSG00000156256,ENSG00000022840,ENSG00000138668,ENSG00000054118,ENSG00000128272,ENSG00000163104,ENSG00000166333,ENSG00000062194,ENSG00000197451,ENSG00000129351,ENSG00000171634","NCOA4,ZNF326,KMT2E,PSMD9,NSD1,TP53BP1,KAT6A,HDAC2,TCEA1,SMAD5,PRMT2,USP16,RNF10,HNRNPD,THRAP3,ATF4,SMARCAD1,ILK,GPBP1,HNRNPAB,ILF3,BPTF",biological_process,"positive regulation of transcription, DNA-dependent",29,22,573,10.203521433,4.8422292673,bimodal,MN
GO:0042981,"ENSG00000143106,ENSG00000185627,ENSG00000114446,ENSG00000134982,ENSG00000173692,ENSG00000164885,ENSG00000110801,ENSG00000108294,ENSG00000164305,ENSG00000092010,ENSG00000159352,ENSG00000086666,ENSG00000159593","PSMA5,PSMD13,IFT57,APC,PSMD1,CDK5,PSMD9,PSMB3,CASP3,PSME1,PSMD4,ZFAND6,NAE1",biological_process,regulation of apoptotic process,15,13,254,10.086025164,4.72473299825,bimodal,MN
GO:0006974,"ENSG00000151657,ENSG00000158019,ENSG00000076242,ENSG00000134982,ENSG00000148153,ENSG00000156256,ENSG00000170242,ENSG00000164305,ENSG00000138376,ENSG00000070501,ENSG00000067369,ENSG00000077152,ENSG00000095002","KIN,BRE,MLH1,APC,INIP,USP16,USP47,CASP3,BARD1,POLB,TP53BP1,UBE2T,MSH2",biological_process,response to DNA damage stimulus,15,13,184,10.086025164,4.72473299825,bimodal,MN
GO:0007165,"ENSG00000148484,ENSG00000113712,ENSG00000160049,ENSG00000138069,ENSG00000198431,ENSG00000141030,ENSG00000204977,ENSG00000112983,ENSG00000143549,ENSG00000136738,ENSG00000078304,ENSG00000205339,ENSG00000160310,ENSG00000155366,ENSG00000165119,ENSG00000131236,ENSG00000164924,ENSG00000166128,ENSG00000069956,ENSG00000133026,ENSG00000151422,ENSG00000158019,ENSG00000117262,ENSG00000186908,ENSG00000159593,ENSG00000077809,ENSG00000127914,ENSG00000113658,ENSG00000164615,ENSG00000039319,ENSG00000058272","RSU1,CSNK1A1,DFFA,RAB1A,TXNRD1,COPS3,TRIM13,BRD8,TPM3,STAM,PPP2R5C,IPO7,PRMT2,RHOC,HNRNPK,CAP1,YWHAZ,RAB8B,MAPK6,MYH10,FER,BRE,GPR89A,ZDHHC17,NAE1,GTF2I,AKAP9,SMAD5,CAMLG,ZFYVE16,PPP1R12A",biological_process,signal transduction,45,31,1487,9.8324374919,4.47114532619,bimodal,MN
GO:0008283,"ENSG00000163938,ENSG00000132780,ENSG00000004487,ENSG00000133027,ENSG00000133026,ENSG00000166333,ENSG00000217555,ENSG00000198431,ENSG00000198625,ENSG00000124207,ENSG00000123975,ENSG00000013441,ENSG00000138442,ENSG00000100568,ENSG00000186469,ENSG00000138592,ENSG00000164885,ENSG00000151422","GNL3,NASP,KDM1A,PEMT,MYH10,ILK,CKLF,TXNRD1,MDM4,CSE1L,CKS2,CLK1,WDR12,VTI1B,GNG2,USP8,CDK5,FER",biological_process,cell proliferation,23,18,373,9.62245435099,4.26116218528,bimodal,MN
GO:0045892,"ENSG00000197223,ENSG00000120798,ENSG00000004487,ENSG00000129351,ENSG00000117139,ENSG00000111653,ENSG00000141027,ENSG00000144744,ENSG00000170242,ENSG00000029363,ENSG00000123349,ENSG00000073584,ENSG00000168214,ENSG00000197323,ENSG00000082701,ENSG00000100320,ENSG00000164885,ENSG00000160310,ENSG00000083168,ENSG00000196591","C1D,NR2C1,KDM1A,ILF3,KDM5B,ING4,NCOR1,UBA3,USP47,BCLAF1,PFDN5,SMARCE1,RBPJ,TRIM33,GSK3B,RBFOX2,CDK5,PRMT2,KAT6A,HDAC2",biological_process,"negative regulation of transcription, DNA-dependent",27,20,496,8.88849417472,3.52720200901,bimodal,MN
GO:0006368,"ENSG00000196235,ENSG00000103363,ENSG00000120656,ENSG00000134480,ENSG00000047315,ENSG00000187735,ENSG00000168002,ENSG00000082258,ENSG00000154582","SUPT5H,TCEB2,TAF12,CCNH,POLR2B,TCEA1,POLR2G,CCNT2,TCEB1",biological_process,transcription elongation from RNA polymerase II promoter,10,9,78,8.77932345433,3.41803128862,bimodal,MN
GO:0016477,"ENSG00000196504,ENSG00000134982,ENSG00000007168,ENSG00000082701,ENSG00000143776,ENSG00000077254,ENSG00000119185,ENSG00000164885,ENSG00000163539","PRPF40A,APC,PAFAH1B1,GSK3B,CDC42BPA,USP33,ITGB1BP1,CDK5,CLASP2",biological_process,cell migration,10,9,140,8.77932345433,3.41803128862,bimodal,MN
GO:0007420,"ENSG00000204463,ENSG00000032742,ENSG00000133026,ENSG00000075239,ENSG00000253729,ENSG00000004455,ENSG00000007168,ENSG00000053438,ENSG00000171634,ENSG00000112972,ENSG00000143156","BAG6,IFT88,MYH10,ACAT1,PRKDC,AK2,PAFAH1B1,NNAT,BPTF,HMGCS1,NME7",biological_process,brain development,13,11,216,8.45824877087,3.09695660516,bimodal,MN
GO:0006810,"ENSG00000068697,ENSG00000108528,ENSG00000204463,ENSG00000170310,ENSG00000196655,ENSG00000007168,ENSG00000115540,ENSG00000114120,ENSG00000067596,ENSG00000198356,ENSG00000053438,ENSG00000180957,ENSG00000138757,ENSG00000185009,ENSG00000040341,ENSG00000151914,ENSG00000177879,ENSG00000127914,ENSG00000204843,ENSG00000125304","LAPTM4A,SLC25A11,BAG6,STX8,TRAPPC4,PAFAH1B1,MOB4,SLC25A36,DHX8,ASNA1,NNAT,PITPNB,G3BP2,AP3M1,STAU2,DST,AP3S1,AKAP9,DCTN1,TM9SF2",biological_process,transport,28,20,561,7.99711497851,2.6358228128,bimodal,MN
GO:0006977,"ENSG00000078304,ENSG00000143106,ENSG00000185627,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000092010,ENSG00000159352","PPP2R5C,PSMA5,PSMD13,PSMD1,PSMD9,PSMB3,PSME1,PSMD4",biological_process,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",9,8,82,7.89891875678,2.53762659107,bimodal,MN
GO:0030036,"ENSG00000158427,ENSG00000133026,ENSG00000007168,ENSG00000138071,ENSG00000157827,ENSG00000204138,ENSG00000066427,ENSG00000131236","TMSB15B,MYH10,PAFAH1B1,ACTR2,FMNL2,PHACTR4,ATXN3,CAP1",biological_process,actin cytoskeleton organization,9,8,164,7.89891875678,2.53762659107,bimodal,MN
GO:0006521,"ENSG00000143106,ENSG00000185627,ENSG00000173692,ENSG00000155096,ENSG00000110801,ENSG00000108294,ENSG00000092010,ENSG00000159352","PSMA5,PSMD13,PSMD1,AZIN1,PSMD9,PSMB3,PSME1,PSMD4",biological_process,regulation of cellular amino acid metabolic process,9,8,66,7.89891875678,2.53762659107,bimodal,MN
GO:0044267,"ENSG00000166562,ENSG00000120697,ENSG00000138674,ENSG00000178982,ENSG00000107581,ENSG00000173171,ENSG00000123349,ENSG00000152700,ENSG00000205981,ENSG00000122026,ENSG00000150779,ENSG00000116957,ENSG00000100664,ENSG00000173674,ENSG00000204120,ENSG00000167397,ENSG00000214736,ENSG00000156976,ENSG00000185808,ENSG00000070785,ENSG00000170889,ENSG00000124783,ENSG00000145425,ENSG00000180398,ENSG00000118705","SEC11C,ALG5,SEC31A,EIF3K,EIF3A,MTX1,PFDN5,SAR1B,DNAJC19,RPL21,TIMM8B,TBCE,EIF5,EIF1AX,GIGYF2,VKORC1,TOMM6,EIF4A2,PIGP,EIF2B3,RPS9,SSR1,RPS3A,MCFD2,RPN2",biological_process,cellular protein metabolic process,37,25,438,7.88755959231,2.5262674266,bimodal,MN
GO:0006413,"ENSG00000173674,ENSG00000178982,ENSG00000135930,ENSG00000107581,ENSG00000070785,ENSG00000145425,ENSG00000122026,ENSG00000156976,ENSG00000122033,ENSG00000089195,ENSG00000170889,ENSG00000100664","EIF1AX,EIF3K,EIF4E2,EIF3A,EIF2B3,RPS3A,RPL21,EIF4A2,MTIF3,TRMT6,RPS9,EIF5",biological_process,translational initiation,15,12,155,7.73761557618,2.37632341047,bimodal,MN
GO:0006418,"ENSG00000113643,ENSG00000134440,ENSG00000146282,ENSG00000166986,ENSG00000065427,ENSG00000133706,ENSG00000170445,ENSG00000136628,ENSG00000140105,ENSG00000138777","RARS,NARS,RARS2,MARS,KARS,LARS,HARS,EPRS,WARS,PPA2",biological_process,tRNA aminoacylation for protein translation,12,10,56,7.65283555583,2.29154339012,bimodal,MN
GO:0000084,"ENSG00000143106,ENSG00000185627,ENSG00000134480,ENSG00000173692,ENSG00000110801,ENSG00000108294,ENSG00000135336,ENSG00000092010,ENSG00000204120,ENSG00000159352","PSMA5,PSMD13,CCNH,PSMD1,PSMD9,PSMB3,ORC3,PSME1,GIGYF2,PSMD4",biological_process,S phase of mitotic cell cycle,12,10,131,7.65283555583,2.29154339012,bimodal,MN
GO:0006917,"ENSG00000145425,ENSG00000160049,ENSG00000164305,ENSG00000184047,ENSG00000160310,ENSG00000176171,ENSG00000147601,ENSG00000029363,ENSG00000180228,ENSG00000116001","RPS3A,DFFA,CASP3,DIABLO,PRMT2,BNIP3,TERF1,BCLAF1,PRKRA,TIA1",biological_process,induction of apoptosis,12,10,224,7.65283555583,2.29154339012,bimodal,MN
GO:0043065,"ENSG00000003756,ENSG00000160049,ENSG00000253729,ENSG00000111653,ENSG00000184047,ENSG00000176171,ENSG00000029363,ENSG00000134982,ENSG00000138376,ENSG00000068745","RBM5,DFFA,PRKDC,ING4,DIABLO,BNIP3,BCLAF1,APC,BARD1,IP6K2",biological_process,positive regulation of apoptotic process,12,10,235,7.65283555583,2.29154339012,bimodal,MN
