,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value
GO:0006418,"ENSG00000113643,ENSG00000134440,ENSG00000146282,ENSG00000166986,ENSG00000065427,ENSG00000106305,ENSG00000133706,ENSG00000170445,ENSG00000136628,ENSG00000196305,ENSG00000140105,ENSG00000138777","RARS,NARS,RARS2,MARS,KARS,AIMP2,LARS,HARS,EPRS,IARS,WARS,PPA2",biological_process,tRNA aminoacylation for protein translation,22,12,56,11.4327964195,5.54391846121
GO:0019221,"ENSG00000196396,ENSG00000135930,ENSG00000133703,ENSG00000033800,ENSG00000151247,ENSG00000151422,ENSG00000142166,ENSG00000094914,ENSG00000075151,ENSG00000156976,ENSG00000102753,ENSG00000197372,ENSG00000068745,ENSG00000136243","PTPN1,EIF4E2,KRAS,PIAS1,EIF4E,FER,IFNAR1,AAAS,EIF4G3,EIF4A2,KPNA3,ZNF675,IP6K2,NUPL2",biological_process,cytokine-mediated signaling pathway,28,14,311,11.3609563612,5.47207840282
GO:0055085,"ENSG00000141349,ENSG00000103415,ENSG00000111371,ENSG00000094914,ENSG00000087460,ENSG00000141424,ENSG00000114120,ENSG00000164414,ENSG00000134294,ENSG00000196950,ENSG00000047249,ENSG00000108946,ENSG00000033627,ENSG00000151914,ENSG00000144136,ENSG00000136243,ENSG00000121073","G6PC3,HMOX2,SLC38A1,AAAS,GNAS,SLC39A6,SLC25A36,SLC35A1,SLC38A2,SLC39A10,ATP6V1H,PRKAR1A,ATP6V0A1,DST,SLC20A1,NUPL2,SLC35B1",biological_process,transmembrane transport,39,17,723,10.6777080088,4.78883005044
GO:0008584,"ENSG00000112972,ENSG00000009307,ENSG00000138293,ENSG00000121989,ENSG00000095002","HMGCS1,CSDE1,NCOA4,ACVR2A,MSH2",biological_process,male gonad development,6,5,83,10.6135546013,4.72467664301
GO:0006306,"ENSG00000085224,ENSG00000087460,ENSG00000181090,ENSG00000005483,ENSG00000130816","ATRX,GNAS,EHMT1,KMT2E,DNMT1",biological_process,DNA methylation,6,5,28,10.6135546013,4.72467664301
GO:0008299,"ENSG00000112972,ENSG00000160752,ENSG00000067064,ENSG00000113161,ENSG00000152904","HMGCS1,FDPS,IDI1,HMGCR,GGPS1",biological_process,isoprenoid biosynthetic process,6,5,15,10.6135546013,4.72467664301
GO:0030182,"ENSG00000102038,ENSG00000164885,ENSG00000053438,ENSG00000196591,ENSG00000104177","SMARCA1,CDK5,NNAT,HDAC2,MYEF2",biological_process,neuron differentiation,6,5,115,10.6135546013,4.72467664301
GO:0009791,"ENSG00000204120,ENSG00000117054,ENSG00000116957,ENSG00000159256,ENSG00000087460","GIGYF2,ACADM,TBCE,MORC3,GNAS",biological_process,post-embryonic development,6,5,87,10.6135546013,4.72467664301
GO:0009952,"ENSG00000134982,ENSG00000121989,ENSG00000171634,ENSG00000032742,ENSG00000185630","APC,ACVR2A,BPTF,IFT88,PBX1",biological_process,anterior/posterior pattern specification,6,5,124,10.6135546013,4.72467664301
GO:0001558,"ENSG00000166333,ENSG00000123562,ENSG00000074319,ENSG00000008128,ENSG00000109084","ILK,MORF4L2,TSG101,CDK11A,TMEM97",biological_process,regulation of cell growth,6,5,79,10.6135546013,4.72467664301
GO:0006913,"ENSG00000138069,ENSG00000166128,ENSG00000133703,ENSG00000168118,ENSG00000185236,ENSG00000169062,ENSG00000164885,ENSG00000094914,ENSG00000126653","RAB1A,RAB8B,KRAS,RAB4A,RAB11B,UPF3A,CDK5,AAAS,NSRP1",biological_process,nucleocytoplasmic transport,15,9,117,10.5255699351,4.63669197677
GO:0043966,"ENSG00000120656,ENSG00000111653,ENSG00000152382,ENSG00000151332,ENSG00000083168,ENSG00000176476","TAF12,ING4,TADA1,MBIP,KAT6A,CCDC101",biological_process,histone H3 acetylation,8,6,42,10.4654960138,4.57661805542
GO:0007265,"ENSG00000148484,ENSG00000166913,ENSG00000133703,ENSG00000108061,ENSG00000138757,ENSG00000138592","RSU1,YWHAB,KRAS,SHOC2,G3BP2,USP8",biological_process,Ras protein signal transduction,8,6,81,10.4654960138,4.57661805542
GO:0009790,"ENSG00000204463,ENSG00000153147,ENSG00000181090,ENSG00000113161,ENSG00000164885,ENSG00000077809","BAG6,SMARCA5,EHMT1,HMGCR,CDK5,GTF2I",biological_process,embryo development,8,6,152,10.4654960138,4.57661805542
GO:0042493,"ENSG00000164924,ENSG00000100823,ENSG00000100883,ENSG00000147601,ENSG00000198431,ENSG00000084754,ENSG00000073050,ENSG00000170242,ENSG00000082701,ENSG00000118705,ENSG00000112972,ENSG00000087460,ENSG00000153037","YWHAZ,APEX1,SRP54,TERF1,TXNRD1,HADHA,XRCC1,USP47,GSK3B,RPN2,HMGCS1,GNAS,SRP19",biological_process,response to drug,27,13,307,10.2007606805,4.31188272219
GO:0008286,"ENSG00000196396,ENSG00000117461,ENSG00000166913,ENSG00000151247,ENSG00000133703,ENSG00000132670,ENSG00000166263,ENSG00000047249,ENSG00000033627,ENSG00000177879,ENSG00000157500,ENSG00000146247","PTPN1,PIK3R3,YWHAB,EIF4E,KRAS,PTPRA,STXBP4,ATP6V1H,ATP6V0A1,AP3S1,APPL1,PHIP",biological_process,insulin receptor signaling pathway,24,12,159,10.1596633977,4.27078543935
GO:0007507,"ENSG00000163939,ENSG00000141002,ENSG00000108946,ENSG00000253729,ENSG00000164305,ENSG00000117054,ENSG00000163904,ENSG00000154639","PBRM1,TCF25,PRKAR1A,PRKDC,CASP3,ACADM,SENP2,CXADR",biological_process,heart development,13,8,190,10.0153542652,4.12647630687
GO:0006695,"ENSG00000147383,ENSG00000160752,ENSG00000067064,ENSG00000152904,ENSG00000149809,ENSG00000113161,ENSG00000112972,ENSG00000052802","NSDHL,FDPS,IDI1,GGPS1,TM7SF2,HMGCR,HMGCS1,MSMO1",biological_process,cholesterol biosynthetic process,13,8,37,10.0153542652,4.12647630687
GO:0051028,"ENSG00000204764,ENSG00000111196,ENSG00000138095,ENSG00000169062,ENSG00000138757,ENSG00000163904,ENSG00000112531,ENSG00000136243","RANBP17,MAGOHB,LRPPRC,UPF3A,G3BP2,SENP2,QKI,NUPL2",biological_process,mRNA transport,13,8,58,10.0153542652,4.12647630687
