,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value
GO:0001934,"ENSG00000070831,ENSG00000133703,ENSG00000121989,ENSG00000204628,ENSG00000075151,ENSG00000189403","CDC42,KRAS,ACVR2A,GNB2L1,EIF4G3,HMGB1",biological_process,positive regulation of protein phosphorylation,7,6,104,10.3944418513,4.55380019398
GO:0007067,"ENSG00000153140,ENSG00000163939,ENSG00000122545,ENSG00000169689,ENSG00000007168,ENSG00000204843,ENSG00000113712,ENSG00000156256,ENSG00000128989,ENSG00000090061,ENSG00000141367,ENSG00000182628,ENSG00000152240,ENSG00000165416,ENSG00000141552,ENSG00000108010,ENSG00000168385,ENSG00000058272,ENSG00000008128","CETN3,PBRM1,SEPT7,STRA13,PAFAH1B1,DCTN1,CSNK1A1,USP16,ARPP19,CCNK,CLTC,SKA2,HAUS1,SUGT1,ANAPC11,GLRX3,SEPT2,PPP1R12A,CDK11A",biological_process,mitosis,37,19,204,10.3273775158,4.48673585839
GO:0006418,"ENSG00000113643,ENSG00000146282,ENSG00000166986,ENSG00000065427,ENSG00000133706,ENSG00000170445,ENSG00000124802,ENSG00000031698,ENSG00000196305,ENSG00000136628,ENSG00000113407,ENSG00000140105,ENSG00000138777","RARS,RARS2,MARS,KARS,LARS,HARS,EEF1E1,SARS,IARS,EPRS,TARS,WARS,PPA2",biological_process,tRNA aminoacylation for protein translation,22,13,56,10.0104630411,4.16982138378
GO:0006810,"ENSG00000095139,ENSG00000149557,ENSG00000204843,ENSG00000040341,ENSG00000125971,ENSG00000077380,ENSG00000135720,ENSG00000155368,ENSG00000070718,ENSG00000007168,ENSG00000102900,ENSG00000145907,ENSG00000144136,ENSG00000170348,ENSG00000177879,ENSG00000127914,ENSG00000121073,ENSG00000115947,ENSG00000075142,ENSG00000151914,ENSG00000075415,ENSG00000138757,ENSG00000008952","ARCN1,FEZ1,DCTN1,STAU2,DYNLRB1,DYNC1I2,DYNC1LI2,DBI,AP3M2,PAFAH1B1,NUP93,G3BP1,SLC20A1,TMED10,AP3S1,AKAP9,SLC35B1,ORC4,SRI,DST,SLC25A3,G3BP2,SEC62",biological_process,transport,49,23,561,9.9663150168,4.12567335943
GO:0051056,"ENSG00000067560,ENSG00000155366,ENSG00000070831,ENSG00000057608,ENSG00000138757,ENSG00000128656,ENSG00000126858","RHOA,RHOC,CDC42,GDI2,G3BP2,CHN1,RHOT1",biological_process,regulation of small GTPase mediated signal transduction,9,7,180,9.90759407065,4.06695241327
GO:0030335,"ENSG00000067560,ENSG00000008294,ENSG00000113811,ENSG00000204628,ENSG00000134982,ENSG00000140443,ENSG00000150093","RHOA,SPAG9,SELK,GNB2L1,APC,IGF1R,ITGB1",biological_process,positive regulation of cell migration,9,7,120,9.90759407065,4.06695241327
GO:0006915,"ENSG00000108953,ENSG00000197223,ENSG00000256646,ENSG00000148481,ENSG00000163636,ENSG00000108848,ENSG00000155957,ENSG00000108294,ENSG00000164305,ENSG00000008128,ENSG00000161526,ENSG00000086666,ENSG00000126858,ENSG00000119707,ENSG00000158019,ENSG00000149932,ENSG00000166913,ENSG00000106588,ENSG00000114209,ENSG00000221983,ENSG00000149269,ENSG00000109332,ENSG00000139644,ENSG00000129084,ENSG00000111653,ENSG00000149089,ENSG00000157500,ENSG00000092140,ENSG00000170633,ENSG00000133318,ENSG00000100804,ENSG00000134982,ENSG00000114416,ENSG00000087470,ENSG00000159593,ENSG00000144161,ENSG00000129562,ENSG00000128463,ENSG00000179222,ENSG00000168002,ENSG00000184047,ENSG00000197170,ENSG00000116001,ENSG00000147654,ENSG00000189403,ENSG00000162604","YWHAE,C1D,PSMA2,FAM188A,PSMD6,LUC7L3,TMBIM4,PSMB3,CASP3,CDK11A,SAP30BP,ZFAND6,RHOT1,RBM25,BRE,TMEM219,YWHAB,PSMA2,PDCD10,UBA52,PAK1,UBE2D3,TMBIM6,PSMA1,ING4,APIP,APPL1,G2E3,RNF34,RTN3,PSMB5,APC,FXR1,DNM1L,NAE1,ZC3H8,DAD1,EMC4,MAGED1,POLR2G,DIABLO,PSMD12,TIA1,EBAG9,HMGB1,TM2D1",biological_process,apoptotic process,122,46,771,9.79939599218,3.95875433481
GO:0006366,"ENSG00000121022,ENSG00000092201,ENSG00000115875,ENSG00000125835,ENSG00000167085,ENSG00000082258,ENSG00000124795,ENSG00000143977,ENSG00000176102,ENSG00000134480,ENSG00000182004,ENSG00000188342,ENSG00000100142,ENSG00000133226,ENSG00000028839,ENSG00000141027,ENSG00000125651,ENSG00000090061,ENSG00000115966,ENSG00000116754,ENSG00000112081,ENSG00000077809,ENSG00000168002,ENSG00000113649,ENSG00000187735,ENSG00000140307,ENSG00000137947,ENSG00000154582","COPS5,SUPT16H,SRSF7,SNRPB,PHB,CCNT2,DEK,SNRPG,CSTF3,CCNH,SNRPE,GTF2F2,POLR2F,SRRM1,TBPL1,NCOR1,GTF2F1,CCNK,ATF2,SRSF11,SRSF3,GTF2I,POLR2G,TCERG1,TCEA1,GTF2A2,GTF2B,TCEB1",biological_process,transcription from RNA polymerase II promoter,65,28,353,9.55102235312,3.71038069575
GO:0007173,"ENSG00000108946,ENSG00000166913,ENSG00000141367,ENSG00000133703,ENSG00000082701,ENSG00000221983,ENSG00000070831,ENSG00000143933,ENSG00000122705,ENSG00000198668,ENSG00000136738","PRKAR1A,YWHAB,CLTC,KRAS,GSK3B,UBA52,CDC42,CALM2,CLTA,CALM1,STAM",biological_process,epidermal growth factor receptor signaling pathway,18,11,135,9.39487335345,3.55423169608
GO:0043123,"ENSG00000101558,ENSG00000117262,ENSG00000067560,ENSG00000244687,ENSG00000155366,ENSG00000198160,ENSG00000144136,ENSG00000204977,ENSG00000186908,ENSG00000221983","VAPA,GPR89A,RHOA,UBE2V1,RHOC,MIER1,SLC20A1,TRIM13,ZDHHC17,UBA52",biological_process,positive regulation of I-kappaB kinase/NF-kappaB cascade,16,10,161,9.11361807947,3.2729764221
GO:0007411,"ENSG00000133703,ENSG00000067560,ENSG00000070831,ENSG00000133026,ENSG00000092841,ENSG00000149557,ENSG00000155366,ENSG00000101266,ENSG00000082701,ENSG00000184009,ENSG00000141367,ENSG00000149269,ENSG00000075624,ENSG00000150093,ENSG00000122705,ENSG00000131236,ENSG00000166913","KRAS,RHOA,CDC42,MYH10,MYL6,FEZ1,RHOC,CSNK2A1,GSK3B,ACTG1,CLTC,PAK1,ACTB,ITGB1,CLTA,CAP1,YWHAB",biological_process,axon guidance,34,17,341,9.06187797199,3.22123631461
GO:0048011,"ENSG00000108953,ENSG00000179222,ENSG00000067560,ENSG00000108946,ENSG00000164305,ENSG00000141367,ENSG00000133703,ENSG00000082701,ENSG00000221983,ENSG00000166913,ENSG00000143933,ENSG00000122705,ENSG00000198668,ENSG00000196591","YWHAE,MAGED1,RHOA,PRKAR1A,CASP3,CLTC,KRAS,GSK3B,UBA52,YWHAB,CALM2,CLTA,CALM1,HDAC2",biological_process,nerve growth factor receptor signaling pathway,26,14,226,9.0290989141,3.18845725673
GO:0008285,"ENSG00000078304,ENSG00000163939,ENSG00000134982,ENSG00000111653,ENSG00000124802,ENSG00000180228,ENSG00000167085,ENSG00000074319,ENSG00000100532,ENSG00000150093,ENSG00000239672,ENSG00000136754,ENSG00000162521,ENSG00000140105","PPP2R5C,PBRM1,APC,ING4,EEF1E1,PRKRA,PHB,TSG101,CGRRF1,ITGB1,NME1,ABI1,RBBP4,WARS",biological_process,negative regulation of cell proliferation,26,14,409,9.0290989141,3.18845725673
GO:0010976,"ENSG00000150093,ENSG00000239672,ENSG00000149557,ENSG00000011052,ENSG00000169139","ITGB1,NME1,FEZ1,NME2,UBE2V2",biological_process,positive regulation of neuron projection development,6,5,50,8.90884050255,3.06819884517
GO:0090090,"ENSG00000123349,ENSG00000134982,ENSG00000145907,ENSG00000196591,ENSG00000082701","PFDN5,APC,G3BP1,HDAC2,GSK3B",biological_process,negative regulation of canonical Wnt receptor signaling pathway,6,5,79,8.90884050255,3.06819884517
GO:0007596,"ENSG00000164924,ENSG00000131236,ENSG00000067560,ENSG00000108946,ENSG00000070831,ENSG00000128595,ENSG00000196262,ENSG00000108384,ENSG00000133703,ENSG00000149925,ENSG00000184009,ENSG00000085063,ENSG00000143933,ENSG00000075624,ENSG00000116489,ENSG00000150093,ENSG00000186469,ENSG00000198668,ENSG00000196591,ENSG00000068796,ENSG00000198898","YWHAZ,CAP1,RHOA,PRKAR1A,CDC42,CALU,PPIA,RAD51C,KRAS,ALDOA,ACTG1,CD59,CALM2,ACTB,CAPZA1,ITGB1,GNG2,CALM1,HDAC2,KIF2A,CAPZA2",biological_process,blood coagulation,46,21,504,8.79946310506,2.95882144768
GO:0007264,"ENSG00000099246,ENSG00000166128,ENSG00000067560,ENSG00000166913,ENSG00000120805,ENSG00000133703,ENSG00000155366,ENSG00000070831,ENSG00000057608,ENSG00000126858,ENSG00000138757,ENSG00000074696,ENSG00000128656,ENSG00000168385,ENSG00000079332,ENSG00000152700","RAB18,RAB8B,RHOA,YWHAB,ARL1,KRAS,RHOC,CDC42,GDI2,RHOT1,G3BP2,PTPLAD1,CHN1,SEPT2,SAR1A,SAR1B",biological_process,small GTPase mediated signal transduction,32,16,373,8.68212510691,2.84148344954
GO:0043687,"ENSG00000120697,ENSG00000138674,ENSG00000157020,ENSG00000151665,ENSG00000185808,ENSG00000127022,ENSG00000152700,ENSG00000118705,ENSG00000100564,ENSG00000101901,ENSG00000129562","ALG5,SEC31A,SEC13,PIGF,PIGP,CANX,SAR1B,RPN2,PIGH,ALG13,DAD1",biological_process,post-translational protein modification,19,11,192,8.62779070436,2.78714904699
GO:0019886,"ENSG00000166847,ENSG00000138674,ENSG00000157020,ENSG00000141367,ENSG00000135720,ENSG00000127022,ENSG00000204843,ENSG00000152700,ENSG00000122705,ENSG00000068796,ENSG00000077380","DCTN5,SEC31A,SEC13,CLTC,DYNC1LI2,CANX,DCTN1,SAR1B,CLTA,KIF2A,DYNC1I2",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class II,19,11,159,8.62779070436,2.78714904699
GO:0000289,"ENSG00000080802,ENSG00000198791,ENSG00000076242,ENSG00000151247,ENSG00000156976,ENSG00000111596","CNOT4,CNOT7,MLH1,EIF4E,EIF4A2,CNOT2",biological_process,nuclear-transcribed mRNA poly(A) tail shortening,8,6,32,8.53567864868,2.6950369913
GO:0000381,"ENSG00000173933,ENSG00000248643,ENSG00000108654,ENSG00000100320,ENSG00000119707,ENSG00000054118,ENSG00000126653","RBM4,RBM14-RBM4,DDX5,RBFOX2,RBM25,THRAP3,NSRP1",biological_process,"regulation of alternative mRNA splicing, via spliceosome",10,7,24,8.52192698411,2.68128532674
GO:0006260,"ENSG00000092201,ENSG00000111653,ENSG00000132780,ENSG00000248643,ENSG00000135336,ENSG00000167085,ENSG00000187109,ENSG00000115947,ENSG00000106028,ENSG00000198000,ENSG00000159593,ENSG00000162521","SUPT16H,ING4,NASP,RBM14-RBM4,ORC3,PHB,NAP1L1,ORC4,SSBP1,NOL8,NAE1,RBBP4",biological_process,DNA replication,22,12,164,8.30217004383,2.46152838646
GO:0007155,"ENSG00000153774,ENSG00000067560,ENSG00000083457,ENSG00000092148,ENSG00000243678,ENSG00000149557,ENSG00000134982,ENSG00000011052,ENSG00000150093,ENSG00000151914","CFDP1,RHOA,ITGAE,HECTD1,NME1-NME2,FEZ1,APC,NME2,ITGB1,DST",biological_process,cell adhesion,17,10,494,8.30195772382,2.46131606645
GO:0006928,"ENSG00000125868,ENSG00000138071,ENSG00000184009,ENSG00000136754,ENSG00000163466,ENSG00000116489,ENSG00000198898,ENSG00000143549,ENSG00000075624,ENSG00000127603","DSTN,ACTR2,ACTG1,ABI1,ARPC2,CAPZA1,CAPZA2,TPM3,ACTB,MACF1",biological_process,cellular component movement,17,10,108,8.30195772382,2.46131606645
GO:0006886,"ENSG00000095139,ENSG00000184432,ENSG00000152700,ENSG00000100568,ENSG00000180879,ENSG00000136738,ENSG00000099246,ENSG00000129515,ENSG00000070718,ENSG00000157020,ENSG00000258466,ENSG00000126768,ENSG00000170348,ENSG00000177879,ENSG00000173726,ENSG00000166128,ENSG00000174100,ENSG00000141367,ENSG00000164609,ENSG00000079332,ENSG00000120805,ENSG00000133703,ENSG00000122705,ENSG00000128245","ARCN1,COPB2,SAR1B,VTI1B,SSR4,STAM,RAB18,SNX6,AP3M2,SEC13,RP11-1012A1.4,TIMM17B,TMED10,AP3S1,TOMM20,RAB8B,MRPL45,CLTC,SLU7,SAR1A,ARL1,KRAS,CLTA,YWHAH",biological_process,intracellular protein transport,57,24,342,8.09569282073,2.25505116336
GO:0045087,"ENSG00000198898,ENSG00000241258,ENSG00000166598,ENSG00000244687,ENSG00000221983,ENSG00000115966,ENSG00000165416,ENSG00000116489,ENSG00000096063,ENSG00000145782,ENSG00000189403,ENSG00000109332,ENSG00000136560","CAPZA2,CRCP,HSP90B1,UBE2V1,UBA52,ATF2,SUGT1,CAPZA1,SRPK1,ATG12,HMGB1,UBE2D3,TANK",biological_process,innate immune response,25,13,382,8.077045303,2.23640364562
GO:0007283,"ENSG00000076242,ENSG00000033800,ENSG00000116918,ENSG00000108384,ENSG00000008294,ENSG00000121989,ENSG00000086061,ENSG00000075151,ENSG00000119048,ENSG00000101079,ENSG00000166171,ENSG00000028839,ENSG00000204256","MLH1,PIAS1,TSNAX,RAD51C,SPAG9,ACVR2A,DNAJA1,EIF4G3,UBE2B,NDRG3,DPCD,TBPL1,BRD2",biological_process,spermatogenesis,25,13,367,8.077045303,2.23640364562
